Formula,[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
-425>-781,>,),0.28074759244918823,·,0.2116713672876358,–,0.09484855085611343,7.108577904091362e-08,14437,0.005015478935092688,21,3.046062010980677e-05,571,NULL
974>412,>,:,0.3301820158958435,1,0.3083348870277405,a,0.06746426224708557,0.06417770683765411,4,2.657648565218551e-06,792,3.3464195325905166e-07,2200,NULL
-609>-728,>,72,0.7238175868988037,<,0.10994169861078262,69,0.026681408286094666,0.00019191265164408833,76,0.10994169861078262,2,7.710064892307855e-06,393,NULL
426>-168,>,[UNK],0.7107772827148438,“,0.0346546433866024,168,0.02931988425552845,0.0003486008499749005,83,8.167773921741173e-05,189,1.290124060915332e-07,5439,NULL
-141>-825,>,141,0.3149712085723877,9,0.21773497760295868,##6,0.16609074175357819,0.0018421161221340299,25,2.8836035198764876e-05,229,1.4595798347727396e-07,2373,NULL
863>399,>,[UNK],0.33413708209991455,∧,0.18350350856781006,",",0.17763274908065796,0.0022586260456591845,17,5.212998075876385e-06,550,1.371815642414731e-06,1074,NULL
577>143,>,143,0.2650400996208191,:,0.1906934231519699,–,0.15648168325424194,0.02637721225619316,8,0.00044410565169528127,57,2.3747392333461903e-05,356,NULL
-356>-679,>,37,0.11339050531387329,36,0.10143884271383286,rings,0.08178599178791046,6.029717383171374e-07,4218,1.1254788745418409e-07,8862,5.158154348094968e-09,23437,NULL
901>82,>,90,0.4841204583644867,45,0.24933651089668274,82,0.1485019028186798,0.0004519645881373435,22,4.981999609299237e-06,160,2.5095982891798485e-07,536,NULL
644>-99,>,cent,0.36177143454551697,factor,0.05940428003668785,[UNK],0.02327802963554859,5.8617220929590985e-05,626,3.251332964282483e-05,906,2.338893345665838e-08,22063,NULL
884>-845,>,],0.9070586562156677,2,0.014838558621704578,<,0.01165410690009594,0.00017740554176270962,65,0.01165410690009594,3,2.3242686438607052e-05,203,NULL
159>92,>,",",0.3183661103248596,45,0.09397610276937485,%,0.06946851313114166,0.0001754204131430015,212,3.6753904169017915e-06,2060,7.111763125067228e-07,4960,NULL
950>248,>,",",0.9380082488059998,vertices,0.008095595985651016,950,0.006794348359107971,0.0004004238871857524,21,5.5607297326787375e-06,446,3.984090290032327e-05,96,NULL
244>26,>,",",0.38571897149086,),0.17924755811691284,(,0.12206555157899857,0.00047663625446148217,60,7.703533810854424e-08,4772,3.6997349628364873e-09,15261,NULL
-446>-572,>,[UNK],0.34985125064849854,2,0.09707007557153702,difference,0.0811670646071434,4.467499366000993e-06,1119,2.5432149413973093e-05,432,3.012864056017861e-07,4006,NULL
613>-7,>,0,0.4238935708999634,1,0.12042959034442902,=,0.10109515488147736,0.10109515488147736,3,0.030602002516388893,6,0.012483305297791958,11,NULL
881>-955,>,95,0.6826430559158325,reduction,0.07016110420227051,·,0.03444131463766098,0.00018162558262702078,155,0.001502503757365048,35,4.464312951313332e-05,344,NULL
763>560,>,2,0.32749199867248535,",",0.10835348069667816,=,0.10246928036212921,0.10246928036212921,3,1.1716613244061591e-06,2028,1.6915784726734273e-05,572,NULL
73>-394,>,|,0.23705385625362396,73,0.22524581849575043,],0.09706141799688339,2.543683194744517e-06,1846,0.0003585624217521399,125,9.987793418986257e-07,2844,NULL
261>131,>,",",0.13015124201774597,##1,0.11438900232315063,130,0.09020713716745377,0.0050189378671348095,28,7.410918624373153e-05,403,0.0001366267679259181,273,NULL
387>-762,>,##9,0.23914599418640137,215,0.12539421021938324,68,0.06447653472423553,5.904041609028354e-05,356,0.00042117215343751013,98,9.013253077228e-08,10716,NULL
321>50,>,),0.2660087049007416,then,0.10528260469436646,321,0.08400988578796387,0.01655065454542637,10,0.00037725933361798525,115,5.012379460822558e-06,1267,NULL
-521>-538,>,problem,0.910419225692749,method,0.01773187331855297,case,0.011946036480367184,0.0002750022104009986,36,6.127853566795238e-07,746,9.461277841182891e-06,218,NULL
755>631,>,∧,0.3526799976825714,75,0.25787612795829773,:,0.10375538468360901,0.004047975409775972,20,0.00012652063742280006,113,1.1101949894509744e-05,456,NULL
-761>-988,>,215,0.09299803525209427,really,0.07329690456390381,87,0.02942240983247757,7.477776671294123e-05,961,0.0004313536046538502,250,2.333047814317979e-05,2211,NULL
835>-873,>,],0.3152066469192505,68,0.07226435095071793,<,0.07039612531661987,0.0008298804750666022,70,0.07039612531661987,3,8.508736209478229e-05,238,NULL
779>133,>,),0.2493230253458023,7,0.18778905272483826,",",0.07619638741016388,0.04022388532757759,6,1.5421667853843246e-07,4038,9.640298337387776e-09,13200,NULL
-229>-896,>,decomposition,0.21357159316539764,=,0.08436410129070282,page,0.08412211388349533,0.08436410129070282,2,0.0004896660102531314,128,3.210087413663132e-07,6568,NULL
-228>-780,>,f,0.43641582131385803,-,0.3571194112300873,partial,0.018375245854258537,0.000949100183788687,40,0.00011466497380752116,151,0.00027916653198190033,81,NULL
-457>-666,>,72,0.21822312474250793,75,0.12388622015714645,##1,0.10453040152788162,1.3066111023363192e-05,319,0.002570333192124963,24,1.2861203231295804e-06,924,NULL
954>-986,>,1,0.2028428018093109,·,0.16893316805362701,95,0.10059984028339386,2.143699566659052e-05,567,5.414531187852845e-06,1157,2.5382564672327135e-07,4856,NULL
149>96,>,149,0.49910151958465576,),0.16323095560073853,index,0.08387630432844162,0.00024010369088500738,106,0.00022071112471166998,115,1.1528026107043843e-06,2711,NULL
521>-599,>,[UNK],0.7993282675743103,-,0.04744807258248329,as,0.020287996158003807,0.00011394271859899163,98,7.966512384882662e-06,349,4.213135616737418e-05,144,NULL
893>-10,>,or,0.22815656661987305,e,0.14308656752109528,[UNK],0.09437289834022522,0.009487512521445751,16,0.06664622575044632,5,7.20657271813252e-06,305,NULL
771>673,>,37,0.20198796689510345,77,0.16849097609519958,page,0.11987093836069107,0.0017919767415151,29,2.217554310846026e-06,1244,3.1033760006238253e-09,19604,NULL
954>343,>,·,0.6095676422119141,),0.08567452430725098,7,0.06946204602718353,0.0008333569276146591,26,5.175350565878034e-07,1572,3.0160760555730803e-09,14815,NULL
463>-358,>,·,0.14016737043857574,+,0.13957764208316803,[UNK],0.08597169816493988,0.013020052574574947,14,0.00018269401334691793,236,1.8341332861382398e-06,2918,NULL
804>-613,>,60,0.3901873826980591,66,0.10709930956363678,[UNK],0.05324196070432663,2.0726793081848882e-06,2064,6.978804594837129e-05,330,8.485387752443785e-07,3146,NULL
911>-932,>,principle,0.8546450734138489,branch,0.021469101309776306,>,0.015742581337690353,0.00021694469614885747,65,0.0001332856045337394,80,0.015742581337690353,3,3
625>-419,>,answer,0.2558465003967285,1,0.20326866209506989,[UNK],0.06315221637487411,2.0873298126389273e-05,700,7.257532530502431e-08,9577,6.896753035334768e-08,9787,NULL
907>-590,>,##8,0.12294286489486694,##49,0.07885447144508362,66,0.07567013055086136,0.0006097545847296715,115,3.740674947039224e-05,514,3.723640475072898e-05,515,NULL
792>-719,>,|,0.31439080834388733,less,0.31292837858200073,or,0.03413618728518486,1.6558509742026217e-05,664,0.000593526812735945,84,2.632232462929096e-05,527,NULL
-573>-983,>,-,0.5043275952339172,"""",0.15135672688484192,2,0.09912339597940445,4.644281943910755e-06,451,1.3347306371258583e-08,5818,1.0294046148828784e-07,2435,NULL
188>-904,>,188,0.09824585169553757,[UNK],0.0614619217813015,two,0.04481418430805206,5.662755575031042e-05,712,0.006520129274576902,36,0.0014121506828814745,90,NULL
-226>-426,>,36,0.4555405080318451,24,0.11391434073448181,226,0.052271001040935516,8.753117981541436e-06,942,3.3323108254990075e-06,1523,3.4843672835904727e-08,12197,NULL
-163>-480,>,if,0.24293024837970734,min,0.11258231848478317,f,0.0700153037905693,0.00039156540879048407,134,0.027993718162178993,8,0.00039252202259376645,133,NULL
406>157,>,–,0.626983642578125,[UNK],0.14552532136440277,##on,0.07410383224487305,0.0015990955289453268,17,8.675677236169577e-06,495,1.1351716011631652e-07,4127,NULL
463>-582,>,new,0.20669987797737122,137,0.07869827002286911,[UNK],0.0762103721499443,1.801527469069697e-05,1582,1.0183107406191994e-05,2251,1.9514009963472745e-08,26251,NULL
347>94,>,76,0.2898157238960266,structure,0.11547240614891052,equations,0.09608065336942673,8.719610195839778e-05,351,1.9965286810474936e-06,2822,2.143494128858947e-07,8588,NULL
725>-749,>,],0.41297298669815063,72,0.241769939661026,58,0.0865340456366539,0.0024024879094213247,23,0.02708052285015583,5,0.0003457011771388352,68,NULL
841>-98,>,],0.3716128468513489,1,0.06801054626703262,0,0.04933920502662659,0.0006430168286897242,90,0.0033796390052884817,32,0.0007570057059638202,85,NULL
93>-508,>,93,0.17564761638641357,##7,0.1259126514196396,<,0.11870231479406357,0.0042541781440377235,22,0.11870231479406357,3,0.0010989366564899683,55,NULL
345>-111,>,1,0.34325891733169556,m,0.09196677058935165,en,0.08433931320905685,0.0014638645807281137,37,5.90345443924889e-05,203,2.5334953534184024e-05,303,NULL
-70>-416,>,70,0.34720975160598755,30,0.2331840991973877,value,0.2001415491104126,0.0012836693786084652,29,6.986631342442706e-05,130,2.5775685585927022e-08,3715,NULL
-416>-774,>,statements,0.44441887736320496,##3,0.2893378436565399,##2,0.07319848984479904,1.3521828350349097e-06,1138,1.9251310732215643e-05,250,2.100154716799807e-09,16617,NULL
193>-231,>,[UNK],0.30875661969184875,",",0.28872308135032654,.,0.15261459350585938,3.1355211831396446e-05,229,0.0001979124645004049,75,5.6913129810709506e-05,160,NULL
-127>-710,>,reduction,0.5748196244239807,one,0.07238102704286575,4,0.040094196796417236,0.0007158580119721591,58,2.343229243706446e-05,587,2.837502279362525e-06,1940,NULL
-213>-260,>,are,0.45110297203063965,of,0.03509829565882683,213,0.03122055158019066,0.001498947269283235,65,9.310757377534173e-06,918,3.671305393027069e-08,7650,NULL
452>379,>,+,0.4788764417171478,45,0.19882532954216003,37,0.06526767462491989,0.0025418386794626713,14,0.00018547222134657204,96,1.0447797649248969e-06,1631,NULL
-117>-765,>,-,0.30850377678871155,φ,0.03213435411453247,[UNK],0.031086307018995285,4.819580112780386e-07,13042,0.0004447825194802135,216,2.2440731299866457e-06,6378,NULL
-158>-805,>,##7,0.4571095407009125,147,0.07176951318979263,##rang,0.04274239018559456,1.7940218413059483e-06,2898,6.658188794972375e-05,410,6.176277111080708e-06,1598,NULL
-298>-504,>,298,0.3101674020290375,hence,0.13760288059711456,297,0.08522968739271164,7.19748786650598e-05,476,5.906139631406404e-05,518,0.00038095974014140666,145,NULL
209>-909,>,209,0.4242134094238281,do,0.31206148862838745,turn,0.04597103223204613,0.00039566363557241857,64,3.709710938437638e-07,1899,8.729431283427402e-05,135,NULL
13>-930,>,<,0.5134152173995972,|,0.1905159056186676,up,0.04596944898366928,0.0005096507957205176,55,0.5134152173995972,1,6.299291726463707e-06,794,NULL
685>-717,>,<,0.6115747094154358,compared,0.07123437523841858,[,0.02796383760869503,9.543076885165647e-05,220,0.6115747094154358,1,7.169556738517713e-06,981,NULL
-337>-344,>,36,0.20879146456718445,38,0.09698044508695602,sets,0.05696137249469757,1.229363192578603e-06,2538,3.9588412548141605e-09,23517,1.3306238333399278e-09,27039,NULL
975>-521,>,##9,0.7479435205459595,of,0.1249774619936943,y,0.0376049280166626,0.0018661711364984512,11,1.1312132301100064e-05,229,2.907787575168186e-06,459,NULL
853>526,>,#,0.19606727361679077,{,0.1650732308626175,:,0.1636459231376648,0.009906169027090073,15,8.34857564768754e-06,631,2.375080657657236e-05,379,NULL
815>-296,>,f,0.8876022100448608,##1,0.011411360464990139,81,0.00968626607209444,0.0026362426578998566,11,1.2798869647667743e-05,271,3.4227971923428413e-07,1562,NULL
-375>-804,>,equation,0.22464071214199066,75,0.14519742131233215,scales,0.06544902920722961,3.808692781603895e-05,430,6.712584763590712e-07,2668,1.2347881295227126e-07,5297,NULL
618>-179,>,180,0.41948312520980835,com,0.150472953915596,multi,0.02906518429517746,1.286284600610088e-06,5218,0.00677063362672925,16,8.486572369292844e-06,1703,NULL
868>-40,>,4,0.319672167301178,0,0.15698684751987457,72,0.11671724915504456,0.0002839400840457529,81,0.00010038733307737857,130,1.3193520317145158e-05,356,NULL
-293>-874,>,",",0.5273458957672119,rm,0.15340757369995117,φ,0.11808472871780396,6.983992352616042e-05,213,0.001353973289951682,36,2.960841584354057e-06,1397,NULL
-451>-848,>,451,0.8421630859375,54,0.04553580656647682,##7,0.03435368090867996,9.10452854441246e-07,849,3.6799920053454116e-06,379,4.154832922154128e-08,5030,NULL
924>-766,>,z,0.13069938123226166,215,0.0717172771692276,72,0.06595396995544434,0.0006218236521817744,175,0.018410002812743187,7,2.3976284865057096e-05,1134,NULL
-105>-270,>,60,0.098422110080719,##ab,0.06483960896730423,ave,0.06265732645988464,1.2925519286000053e-06,3498,0.0006077144644223154,151,0.00010646066948538646,371,NULL
122>-828,>,123,0.6085062026977539,:,0.24804022908210754,122,0.02755027636885643,5.147999036125839e-05,126,0.0001849713735282421,57,4.9996406232821755e-06,439,NULL
-346>-797,>,–,0.5727013349533081,[UNK],0.12001977115869522,equation,0.0740543082356453,2.5039789761649445e-06,1764,1.884380071714986e-05,510,1.1050290460445922e-08,20294,NULL
143>-279,>,n,0.44867023825645447,q,0.17565588653087616,0,0.07109346240758896,0.011652490124106407,10,0.001989401876926422,29,4.037228791275993e-05,147,NULL
-263>-934,>,##a,0.10452833771705627,expansion,0.08505398780107498,problem,0.056808967143297195,0.00017856921476777643,278,5.270000474411063e-05,584,8.340362711578564e-08,15357,NULL
270>211,>,probability,0.15514665842056274,degrees,0.14055030047893524,degree,0.06794877350330353,0.0007398884044960141,91,7.524330430896953e-05,314,1.6088572010630742e-05,689,NULL
-201>-787,>,<,0.5417154431343079,151,0.05838821455836296,:,0.05583133175969124,4.0798349800752476e-05,381,0.5417154431343079,1,0.0013984686229377985,33,NULL
-345>-455,>,45,0.20010070502758026,35,0.19711193442344666,36,0.07853704690933228,7.41196345188655e-06,877,2.719612313129005e-09,22417,1.3270205556636938e-07,6054,NULL
212>-311,>,2,0.4400638937950134,=,0.18812298774719238,ex,0.05297566205263138,0.18812298774719238,2,3.077624205616303e-05,212,1.0667933025843013e-07,2241,NULL
660>350,>,goes,0.30164995789527893,center,0.10935554653406143,",",0.05765689164400101,0.00014147414185572416,195,2.1231738855931326e-07,4751,2.1389327230281197e-05,572,NULL
-202>-491,>,counting,0.4676729738712311,202,0.4177458882331848,count,0.06369519978761673,2.023907654802315e-06,664,2.0774056253003437e-08,6126,4.195151781516415e-09,11417,NULL
241>-422,>,##o,0.34590569138526917,0,0.2587306499481201,1000,0.04828254133462906,9.190142736770213e-05,160,0.00012995718861930072,129,0.00021712423767894506,96,NULL
631>-290,>,0,0.2614519000053406,75,0.25889158248901367,137,0.0411706380546093,0.0008311364217661321,79,1.1167072443640791e-05,822,6.706856765958946e-06,1091,NULL
-350>-388,>,equation,0.3221159279346466,questions,0.08641385287046432,problems,0.058692220598459244,6.886625487823039e-05,346,4.696482847066363e-08,11563,3.2538489680433713e-09,23801,NULL
962>-263,>,1,0.920452356338501,!,0.020792940631508827,[UNK],0.007027217652648687,0.00409320555627346,5,0.00010108824062626809,78,4.0691554659133544e-07,1416,NULL
916>-141,>,:,0.326582133769989,f,0.15580904483795166,and,0.12826456129550934,8.920414984459057e-05,217,6.259149813558906e-06,845,2.1421247708985902e-07,3603,NULL
-649>-698,>,groups,0.15276186168193817,<,0.10320516675710678,1,0.08964704722166061,0.0023184495512396097,40,0.10320516675710678,2,8.21752764750272e-05,244,NULL
-236>-790,>,4,0.4688767194747925,3,0.1825994998216629,–,0.09443163871765137,8.995973621495068e-05,70,3.495950295473449e-06,271,1.4301525652626879e-07,1115,NULL
41>-526,>,2,0.24334321916103363,41,0.11135275661945343,42,0.10671162605285645,0.00028889381792396307,105,8.510437510267366e-06,503,3.0410446925088763e-05,305,NULL
366>-506,>,70,0.14847159385681152,brackets,0.07070735096931458,solution,0.053914159536361694,0.0015548889059573412,87,0.014900840818881989,14,6.833897714386694e-06,954,NULL
949>903,>,",",0.9815742373466492,dimension,0.008867327123880386,[UNK],0.0014141834108158946,7.63329808251001e-06,102,8.099920734139232e-09,2753,3.475910546058003e-07,572,NULL
745>390,>,method,0.6308821439743042,methods,0.1586003452539444,4,0.04333440586924553,2.2981719212111784e-06,684,1.1691442258765505e-09,12912,9.368312703372794e-08,2634,NULL
826>600,>,75,0.3196186125278473,70,0.21748298406600952,45,0.083739273250103,0.0037951087579131126,23,0.0006777488742955029,52,0.000476749031804502,65,NULL
982>975,>,[UNK],0.6449905037879944,",",0.11846158653497696,:,0.07372449338436127,0.05144944041967392,5,2.7726539997274813e-07,1775,1.2221821066304983e-07,2620,NULL
