Formula,[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
(350+-41)>-722,>,.,0.20860415697097778,=,0.14096514880657196,note,0.10206150263547897,0.14096514880657196,2,0.0005318611511029303,84,5.149896082912164e-07,3830,NULL
(688+-408)>-653,>,-,0.27044951915740967,semi,0.19764350354671478,+,0.07151418179273605,0.0014787884429097176,48,4.475692912819795e-05,325,5.550120363295719e-07,2865,NULL
(-312+858)>-545,>,=,0.9710555672645569,+,0.009566162712872028,54,0.007137902081012726,0.9710555672645569,1,0.00010822343028848991,18,7.796114914526697e-06,81,NULL
(827+63)>-716,>,63,0.236591637134552,67,0.22802996635437012,+,0.11030616611242294,0.013957662507891655,11,0.00013270207273308188,170,6.044379006198142e-07,2864,NULL
(-358+910)>-220,>,=,0.3515433669090271,:,0.2760990560054779,2,0.0797639712691307,0.3515433669090271,1,0.00021782208932563663,68,1.674843247201352e-06,766,NULL
(119+930)>-132,>,119,0.12797223031520844,counted,0.05475598946213722,lam,0.05359111726284027,,0,0.001362805487588048,88,,0,NULL
(614+93)>-754,>,⊆,0.5017246603965759,75,0.2674102187156677,×,0.045627232640981674,0.0006950756069272757,34,1.5162984254857292e-06,1291,9.050679182109889e-06,488,NULL
(-836+459)>-676,>,reduction,0.1482628583908081,one,0.09814681112766266,2,0.08496515452861786,0.02939048781991005,7,1.587931728863623e-05,762,1.4700343342610722e-07,6003,NULL
(759+-781)>-964,>,⊆,0.40621358156204224,=,0.29632675647735596,.,0.11553549021482468,0.29632675647735596,2,0.014010177925229073,5,1.9054194126510993e-05,220,NULL
(897+111)>-977,>,index,0.23652419447898865,×,0.06773436814546585,],0.06182471290230751,0.00025107862893491983,192,0.00010570411541266367,343,8.980232087196782e-05,387,NULL
(691+673)>-699,>,.,0.7541919946670532,),0.06902092695236206,:,0.046450886875391006,0.0069239637814462185,8,0.002503784140571952,18,1.8982716198934213e-07,1888,NULL
(878+42)>390,>,f,0.5213708877563477,g,0.3106343448162079,more,0.05516679584980011,0.004624180495738983,12,9.724914207254187e-07,837,3.989250956237811e-07,1288,NULL
(996+-852)>-133,>,·,0.742018461227417,×,0.04638044536113739,print,0.04477940499782562,0.00014386445400305092,105,0.00044114646152593195,57,6.746489816578105e-05,159,NULL
(601+-328)>-344,>,a2,0.6235978007316589,72,0.07228264957666397,a,0.02103123627603054,8.688731759320945e-05,283,,0,,0,NULL
(-408+-38)>-834,>,(,0.9282554984092712,[,0.028598934412002563,=,0.02200404554605484,0.02200404554605484,3,0.00025616929633542895,15,1.0276074817738845e-06,426,NULL
(268+-340)>-227,>,sets,0.30733969807624817,page,0.11589740216732025,reduced,0.09572543948888779,0.0004755414556711912,107,3.267008423790685e-07,3241,1.2494619738845358e-07,4696,NULL
(673+250)>-162,>,add,0.2573205530643463,adding,0.08965568244457245,problem,0.05422888696193695,0.000693349284119904,92,0.03909556567668915,4,2.7027257601730525e-05,645,NULL
(904+281)>974,>,",",0.3702954053878784,+,0.27237915992736816,.,0.1574367880821228,0.025707321241497993,6,1.1363160410837736e-05,188,9.119686694702978e-08,1953,NULL
(342+427)>-409,>,here,0.298309862613678,!,0.2547759413719177,was,0.05692480131983757,0.011251258663833141,11,6.424826278816909e-05,276,1.8017744878306985e-05,552,NULL
(884+-497)>227,>,.,0.34554967284202576,1,0.20027586817741394,11,0.1796031892299652,0.0033761775121092796,20,5.102396698930534e-06,665,3.8038600905565545e-05,219,NULL
(460+175)>-533,>,:,0.16152411699295044,single,0.11458341777324677,still,0.08539440482854843,0.0018361490219831467,62,0.00031624172697775066,174,1.5528228686889634e-05,872,NULL
(-321+626)>-598,>,.,0.17036081850528717,+,0.15946419537067413,=,0.11265726387500763,0.11265726387500763,3,5.9171958127990365e-05,699,4.6298641791509e-06,3258,NULL
(-437+838)>315,>,=,0.9255812764167786,is,0.02121691219508648,+,0.01021863054484129,0.9255812764167786,1,5.79972802370321e-05,43,8.51090135256527e-06,97,NULL
(50+540)>364,>,=,0.3419545590877533,.,0.26921844482421875,[,0.13640424609184265,0.3419545590877533,1,2.1532910920996073e-07,1081,3.746056245290674e-05,77,NULL
(355+695)>-248,>,3,0.7215520739555359,4,0.08975617587566376,2,0.04997699335217476,0.004562030546367168,10,5.340633038031228e-07,1361,7.040995842544362e-05,113,NULL
(990+-118)>-632,>,63,0.5540708899497986,•,0.09525150805711746,116,0.024476753547787666,0.0036525961477309465,33,9.612640860723332e-05,184,2.057908204733394e-06,1357,NULL
(705+-708)>-267,>,non,0.4946790337562561,",",0.17710566520690918,simply,0.056163232773542404,1.8607161109684967e-05,385,8.482355724481749e-07,2048,3.677417907965719e-07,3116,NULL
(392+-321)>-362,>,-,0.4801299571990967,.,0.46080124378204346,=,0.014063973911106586,0.014063973911106586,3,8.91701930072486e-08,1446,2.6844066969289315e-09,7177,NULL
(450+167)>-487,>,450,0.9023979306221008,input,0.02271600440144539,.,0.01238393783569336,0.00024102181487251073,49,0.00015188795805443078,71,1.1950683983741328e-05,353,NULL
(905+816)>811,>,=,0.9296495318412781,or,0.03157811611890793,+,0.03138446807861328,0.9296495318412781,1,3.4980728287337115e-06,48,3.098444040006143e-06,51,NULL
(509+915)>474,>,],0.2863953411579132,·,0.21643215417861938,.,0.09724865853786469,0.011278454214334488,10,5.491235788213089e-05,124,1.5292998796212487e-05,262,NULL
(781+-39)>121,>,=,0.35054197907447815,",",0.2637162208557129,.,0.23730306327342987,0.35054197907447815,1,5.378919468057575e-06,47,1.4045685929886531e-06,90,NULL
(698+445)>803,>,(,0.6769065260887146,],0.09633015096187592,[,0.040688205510377884,0.03763750568032265,4,5.294240963849006e-06,387,1.51751200974104e-05,207,NULL
(955+-144)>352,>,",",0.844847559928894,=,0.1109543964266777,:,0.038153454661369324,0.1109543964266777,2,1.1040682466045837e-06,49,9.64107039180817e-06,24,NULL
(643+829)>-123,>,<,0.6876980662345886,×,0.07950016111135483,+,0.04039686918258667,0.028468133881688118,5,0.6876980662345886,1,0.008124404586851597,10,NULL
(595+-67)>-415,>,3,0.44437292218208313,2,0.0973503515124321,com,0.08001188188791275,4.6620443754363805e-05,407,7.555865408903628e-07,4214,,0,NULL
(-44+196)>-395,>,(,0.5800352096557617,twenty,0.16245900094509125,395,0.03720740228891373,0.0014316693414002657,28,0.00019974385213572532,103,,0,NULL
(-227+416)>-48,>,1,0.4007636308670044,.,0.11154177039861679,×,0.08162485063076019,0.0025581056252121925,34,5.966528959788775e-08,5362,2.3431951490238134e-07,3031,NULL
(-923+756)>-674,>,=,0.8248725533485413,.,0.043979670852422714,[UNK],0.01646159403026104,0.8248725533485413,1,4.7147982513706665e-06,471,1.2819443284683985e-08,7389,NULL
(836+-380)>354,>,",",0.3975704312324524,.,0.2868651747703552,(,0.10954750329256058,0.02920939214527607,5,1.0731006483410965e-07,3756,9.822404223314152e-08,3903,NULL
(979+737)>-533,>,(,0.44187602400779724,",",0.24227891862392426,=,0.14769211411476135,0.14769211411476135,3,3.377703478690819e-06,962,1.9389860881346976e-06,1274,NULL
(546+-214)>-253,>,.,0.731320321559906,2,0.1136687844991684,3,0.017819968983530998,0.007884617894887924,7,4.0726350562181324e-05,215,3.4600444109855744e-07,2720,NULL
(804+252)>37,>,(,0.9279508590698242,[,0.04642963409423828,=,0.006700985599309206,0.006700985599309206,3,5.473888904816704e-06,112,1.956383812284912e-06,188,NULL
(-173+637)>360,>,-,0.693044126033783,+,0.16342517733573914,.,0.12140466272830963,0.005731767509132624,5,2.3419945591740543e-06,72,1.4304800060926937e-05,24,NULL
(780+851)>-888,>,minus,0.2583167552947998,index,0.07345832884311676,=,0.07053311914205551,0.07053311914205551,3,0.0016816927818581462,49,0.0014825424877926707,54,NULL
(-543+484)>-326,>,print,0.781974196434021,pa,0.030514467507600784,pi,0.015261722728610039,1.3503950867743697e-05,621,8.067927410593256e-07,3447,3.6401727356860647e-06,1489,NULL
(-13+-16)>-504,>,3,0.7120596766471863,2,0.06135127693414688,reduction,0.045785292983055115,0.00019363190222065896,78,1.1628588254097849e-05,488,1.2791781500709476e-06,1728,NULL
(561+733)>317,>,=,0.9852399826049805,:,0.011768107302486897,+,0.0021434463560581207,0.9852399826049805,1,1.151569790636131e-06,25,1.557559153297916e-05,11,NULL
(321+916)>-261,>,direct,0.320302814245224,non,0.058543864637613297,261,0.05320398136973381,0.0002873930206988007,153,2.2564327650798077e-07,6091,6.899978188812383e-07,3745,NULL
(-386+321)>-671,>,.,0.700249195098877,=,0.2597287595272064,(,0.018102452158927917,0.2597287595272064,2,6.4198407017102e-06,128,1.904551849563063e-09,7218,NULL
(-278+780)>458,>,+,0.8082295656204224,-,0.1384512186050415,(,0.013991094194352627,0.011995898559689522,4,0.0014421273954212666,9,0.004246157128363848,6,NULL
(517+-641)>-261,>,],0.29161450266838074,-,0.13585476577281952,",",0.12259358167648315,0.027767479419708252,8,0.00019998179050162435,95,2.5414892661501653e-05,325,NULL
(438+266)>-739,>,here,0.16090446710586548,ry,0.08724819868803024,x,0.05167480930685997,0.0026136357337236404,55,3.30716029566247e-05,719,,0,NULL
(246+-469)>-761,>,3,0.6356155276298523,1,0.06849247217178345,7,0.04341535270214081,0.00025969897978939116,74,8.264140888059046e-06,608,3.5089095717921737e-07,3072,NULL
(-38+-187)>-898,>,x,0.7539354562759399,.,0.04335343465209007,=,0.04093581438064575,0.04093581438064575,3,0.018624700605869293,5,2.17604774661595e-05,140,NULL
(913+471)>-155,>,135,0.16497555375099182,—,0.12257803231477737,<,0.06093347817659378,0.00010035165905719623,375,0.06093347817659378,3,1.9517108739819378e-05,880,NULL
(779+-104)>-354,>,self,0.13376499712467194,translation,0.12262949347496033,f,0.10447067767381668,0.005288717336952686,28,1.1654844456643332e-05,888,1.5808348052814836e-07,6787,NULL
(-846+713)>-414,>,2,0.8779247403144836,(,0.07358931005001068,1,0.014869212172925472,0.007382574025541544,4,3.567941803339636e-06,213,1.4737535636299981e-08,2329,NULL
(780+-867)>-394,>,+,0.9697414636611938,extending,0.004955529700964689,implying,0.0037315119989216328,2.5967703550122678e-05,64,1.0394696801085956e-05,130,2.2282596034983726e-07,1592,NULL
(277+-194)>-59,>,[UNK],0.38980934023857117,if,0.15095411241054535,(,0.13852882385253906,0.00025788150378502905,98,0.0014495463110506535,27,4.2563779061310925e-06,991,NULL
(573+575)>427,>,(,0.44571706652641296,=,0.3528886139392853,+,0.1002870574593544,0.3528886139392853,2,1.7812363921621e-06,174,8.309079021273647e-06,76,NULL
(-201+-92)>-822,>,:,0.4206613004207611,when,0.1526234745979309,=,0.10870622098445892,0.10870622098445892,3,7.119720248738304e-05,111,2.3929864255478606e-05,204,NULL
(820+206)>673,>,=,0.6934508681297302,:,0.2547358274459839,.,0.019940465688705444,0.6934508681297302,1,4.125458508497104e-05,60,2.550468025219743e-06,304,NULL
(128+-195)>-636,>,.,0.3119984567165375,],0.13201172649860382,67,0.12266965955495834,0.005803687963634729,21,1.1775420716730878e-05,483,2.567518038176786e-07,3190,NULL
(803+155)>-329,>,36,0.14770419895648956,169,0.0914042666554451,page,0.05603322014212608,0.020312631502747536,13,9.111201507039368e-06,970,0.0012332146288827062,72,NULL
(-103+-130)>-819,>,],0.2805374264717102,",",0.22139109671115875,=,0.17964276671409607,0.17964276671409607,3,0.02164403162896633,6,2.8917580493725836e-05,338,NULL
(620+137)>-888,>,620,0.3436407744884491,67,0.1514562964439392,index,0.025803109630942345,0.0024607498198747635,41,0.001258087228052318,68,4.8970082389132585e-06,2296,NULL
(862+872)>463,>,.,0.41093194484710693,=,0.3355362117290497,],0.08670766651630402,0.3355362117290497,2,4.706179606728256e-05,50,8.32276782603003e-06,126,NULL
(-455+949)>-85,>,×,0.21653400361537933,(,0.15373314917087555,69,0.12014120072126389,0.0004531550221145153,80,0.0007908388506621122,61,2.153334025933873e-05,533,NULL
(824+-874)>-521,>,],0.20009709894657135,^,0.11718034744262695,.,0.07970615476369858,0.03806107118725777,5,0.007525825407356024,20,8.448305015917867e-05,296,NULL
(919+-906)>-114,>,+,0.760653018951416,one,0.12887954711914062,-,0.037607841193675995,0.0015995493158698082,10,0.00032297594589181244,25,3.1748945161780284e-07,655,NULL
(931+-980)>-277,>,[UNK],0.40515875816345215,;,0.24180863797664642,translation,0.060064949095249176,0.01150580681860447,9,3.7862562749069184e-05,314,0.00012441727449186146,155,NULL
(244+262)>-984,>,2,0.7623320817947388,244,0.18136940896511078,page,0.008324475027620792,8.299053297378123e-05,47,,0,,0,NULL
(38+-2)>-764,>,is,0.17567263543605804,2,0.16159123182296753,3,0.0975026935338974,0.00018703668320085853,171,7.875987648731098e-06,1098,,0,NULL
(915+-276)>213,>,:,0.4529068171977997,=,0.11503487825393677,5,0.05889594554901123,0.11503487825393677,2,5.0963844842044637e-05,176,7.789979008521186e-07,1297,NULL
(-249+35)>-410,>,2,0.521194338798523,(,0.12097513675689697,3,0.10593967884778976,0.00045901790144853294,33,2.481293222444947e-06,647,6.208198328749859e-07,1427,NULL
(923+787)>-827,>,=,0.5258935689926147,.,0.13090838491916656,:,0.09965919703245163,0.5258935689926147,1,3.011904664163012e-05,148,0.00011401877418393269,68,NULL
(178+-242)>-988,>,or,0.9780175089836121,=,0.005022313445806503,:,0.0038495035842061043,0.005022313445806503,2,1.816899555251439e-07,1424,6.930054041731637e-08,2317,NULL
(170+327)>-264,>,2,0.6325504183769226,3,0.06926490366458893,1,0.0499134361743927,0.0041352529078722,20,4.6223435674619395e-06,592,7.985044067027047e-05,123,NULL
(-261+264)>-777,>,(,0.08052927255630493,322,0.07877010852098465,chen,0.06523163616657257,0.006879626773297787,29,0.00012589390098582953,436,3.6153542737338284e-07,9191,NULL
(887+-327)>-28,>,t,0.24298632144927979,m,0.18262554705142975,.,0.12592805922031403,0.026859132573008537,8,0.011452794075012207,14,8.286649972433224e-05,127,NULL
(-501+879)>-414,>,2,0.3958355784416199,(,0.16330569982528687,1,0.16057635843753815,0.0001973210892174393,64,7.934158929856494e-05,97,9.131834303843789e-06,341,NULL
(874+-117)>-884,>,2,0.677985429763794,reduced,0.043161533772945404,87,0.02127699740231037,0.0014444312546402216,35,0.0005571126821450889,65,2.960288725262217e-07,4339,NULL
(558+745)>112,>,=,0.3799370229244232,(,0.1832803338766098,+,0.17785395681858063,0.3799370229244232,1,7.805184395692777e-06,62,2.9243929020594805e-05,37,NULL
(112+813)>814,>,+,0.5611907839775085,:,0.24298831820487976,=,0.13692712783813477,0.13692712783813477,3,1.4686834219901357e-06,88,5.305560080159921e-07,140,NULL
(-111+749)>-433,>,2,0.5616039037704468,+,0.28594282269477844,=,0.0320054329931736,0.0320054329931736,3,5.179757408768637e-06,208,1.7411609860573662e-06,339,NULL
(447+281)>-173,>,.,0.3862951695919037,",",0.12239616364240646,=,0.06161847710609436,0.06161847710609436,3,0.00045887529267929494,119,1.945427356986329e-06,4643,NULL
(-362+620)>-15,>,(,0.38271433115005493,2,0.13535502552986145,~,0.05872182175517082,0.03785964101552963,5,0.01322130300104618,16,2.9339510092540877e-06,787,NULL
(842+341)>873,>,=,0.9485691785812378,",",0.02159469574689865,+,0.006105160806328058,0.9485691785812378,1,0.0002912459312938154,12,1.9761430394282797e-06,232,NULL
(426+-344)>-11,>,2,0.9561812877655029,=,0.019932197406888008,3,0.014621502719819546,0.019932197406888008,2,1.3561977993958862e-06,63,4.667279540626623e-08,304,NULL
(801+152)>-575,>,.,0.2769719064235687,=,0.1719818413257599,80,0.09695710986852646,0.1719818413257599,2,0.00031267604208551347,97,3.3522148896736326e-06,781,NULL
(31+926)>-603,>,+,0.8990191221237183,so,0.025070922449231148,_,0.008798573166131973,0.0007894164882600307,22,4.55370383178888e-07,1158,6.91575010591805e-08,2714,NULL
(802+827)>909,>,=,0.3337053656578064,.,0.2566080391407013,",",0.10582134872674942,0.3337053656578064,1,2.9060181532258866e-06,874,0.00020810787100344896,83,NULL
(-797+855)>-45,>,twenty,0.19372111558914185,·,0.17442075908184052,×,0.16482217609882355,0.0038359451573342085,20,0.00014942882989998907,136,2.072710412903689e-05,377,NULL
(-723+790)>-279,>,a,0.2709008753299713,mi,0.17252957820892334,(,0.045012179762125015,0.0005791248404420912,105,0.00010495229798834771,284,4.706872914539417e-06,1580,NULL
(726+764)>-19,>,.,0.3893618583679199,18,0.1354413777589798,self,0.08765493333339691,0.008788817562162876,13,0.0036559791769832373,24,3.6569952044374077e-06,1303,NULL
(571+-398)>73,>,:,0.4065873920917511,=,0.27351030707359314,(,0.06069766730070114,0.27351030707359314,2,0.00023964291904121637,38,8.010116289369762e-05,58,NULL
(932+-15)>436,>,=,0.9358854293823242,:,0.036519501358270645,.,0.011415958404541016,0.9358854293823242,1,1.6114933032440604e-06,109,2.1952235329081304e-05,31,NULL
(-509+499)>-356,>,.,0.23120659589767456,multiplication,0.1553608626127243,·,0.05391411855816841,7.792215910740197e-05,385,6.571365815943864e-07,4390,1.0754384902611491e-06,3433,NULL
(585+-202)>-230,>,2,0.43925347924232483,+,0.18377567827701569,3,0.10226579010486603,0.009024747647345066,8,0.00020264892373234034,69,1.8964547621180827e-07,2442,NULL
(36+163)>-940,>,unique,0.1506958305835724,",",0.12754954397678375,.,0.11899134516716003,0.005780878011137247,29,3.428108902880922e-05,627,1.9750095248127764e-07,6948,NULL
(864+735)>525,>,=,0.8229127526283264,(,0.11212214827537537,.,0.03325855731964111,0.8229127526283264,1,1.219566314603071e-07,480,7.285882747964934e-05,25,NULL
(445+544)>-665,>,.,0.8066658973693848,?,0.05056323483586311,reduction,0.04420630261301994,0.0010670316405594349,20,0.00014660644228570163,84,1.910791240788967e-07,4148,NULL
(816+968)>354,>,=,0.9936017394065857,),0.0025040809996426105,",",0.002371374750509858,0.9936017394065857,1,3.1232784181156603e-07,154,1.2380862557392902e-08,981,NULL
(825+731)>-266,>,x,0.49132436513900757,3,0.10402850061655045,continuous,0.03757959231734276,0.00010254140215693042,257,5.7918216043617576e-05,356,9.910878361552022e-06,992,NULL
(-41+-281)>-484,>,(,0.28690123558044434,",",0.23766854405403137,3,0.1395057588815689,0.016848377883434296,7,1.1655190519377356e-06,588,1.2073957122993306e-06,575,NULL
(645+560)>964,>,=,0.841993510723114,(,0.13492918014526367,or,0.005874211899936199,0.841993510723114,1,5.894916284887586e-06,71,3.722299879882485e-05,30,NULL
(922+850)>547,>,",",0.6489230990409851,=,0.08764038234949112,%,0.06680408120155334,0.08764038234949112,2,5.0127957365475595e-05,125,3.9173766708699986e-05,137,NULL
(-616+223)>-966,>,(,0.9657784700393677,=,0.014665381982922554,≈,0.010041318833827972,0.014665381982922554,2,0.00024385178403463215,11,1.9484666324842692e-07,329,NULL
(924+926)>652,>,=,0.8467745184898376,.,0.08939384669065475,+,0.02230670675635338,0.8467745184898376,1,7.66713242228434e-07,154,1.0812663276738022e-05,52,NULL
(-296+707)>-885,>,2,0.6616632342338562,(,0.28013378381729126,87,0.017550623044371605,0.00447479635477066,6,3.227547131245956e-05,103,4.2808128597471296e-08,3584,NULL
(383+798)>333,>,=,0.8986620903015137,+,0.03102627396583557,denoted,0.018779894337058067,0.8986620903015137,1,0.000895327131729573,18,3.4325712476857007e-05,85,NULL
(910+773)>768,>,=,0.4108809232711792,.,0.17512720823287964,+,0.12389775365591049,0.4108809232711792,1,0.00013724192103836685,47,6.659514383500209e-06,151,NULL
(331+-568)>-581,>,+,0.22980792820453644,;,0.20960699021816254,331,0.15095221996307373,0.01568649895489216,7,4.88730329379905e-05,378,7.168895876930037e-07,5334,NULL
(-677+524)>-550,>,problem,0.2628956437110901,55,0.20595614612102509,com,0.06839630007743835,3.76963616872672e-05,662,0.0008712177514098585,74,1.3267087524582166e-05,1181,NULL
(55+613)>471,>,.,0.5917048454284668,?,0.11247678101062775,],0.08815581351518631,0.04974665865302086,5,3.2332504815713037e-06,165,1.8338847439736128e-05,74,NULL
(849+197)>642,>,:,0.8731042742729187,=,0.07114508748054504,.,0.029877126216888428,0.07114508748054504,2,1.5313965207042202e-07,470,9.0722899415141e-08,600,NULL
(914+-146)>-812,>,=,0.08904717862606049,expressed,0.07520395517349243,",",0.073417529463768,0.08904717862606049,1,0.000694623333401978,111,1.1483933121780865e-05,1113,NULL
(-346+957)>-195,>,+,0.6296414136886597,·,0.05569572001695633,=,0.038540132343769073,0.038540132343769073,3,2.0196048353682272e-05,254,1.5665203818571172e-06,845,NULL
(736+245)>-473,>,235,0.20901252329349518,475,0.08790919184684753,!,0.07691444456577301,0.036194756627082825,5,4.917202659271425e-06,2645,2.2562642698176205e-05,1030,NULL
(-227+877)>-326,>,cup,0.11318528652191162,.,0.06339481472969055,a,0.06253290921449661,0.00017407421546522528,290,1.6133923281813622e-06,4861,2.5706881388032343e-06,3835,NULL
(420+183)>85,>,+,0.7200068235397339,.,0.09168414771556854,",",0.03302906081080437,0.02325086109340191,4,1.4304049727797974e-05,250,8.805018296698108e-06,348,NULL
(105+909)>-36,>,.,0.5780616402626038,",",0.10161327570676804,],0.09085322171449661,0.00014661860768683255,116,5.57534121981007e-07,2512,6.951400450816436e-07,2300,NULL
(726+449)>-542,>,=,0.7838149070739746,+,0.06620010733604431,equals,0.03621441870927811,0.7838149070739746,1,0.002553260186687112,10,4.787159468833124e-06,442,NULL
(663+-175)>209,>,=,0.9048138856887817,),0.024583781138062477,209,0.011798993684351444,0.9048138856887817,1,1.2359165566522279e-06,753,5.60068256163504e-05,84,NULL
(762+-459)>-425,>,.,0.8446486592292786,com,0.02831144444644451,3,0.024805085733532906,3.258946534856477e-08,8070,1.1659045412670821e-05,349,3.269973802844106e-08,8060,NULL
(-161+101)>-467,>,+,0.2063116431236267,162,0.12077119201421738,×,0.0838075652718544,0.0009833246003836393,73,1.798318771761842e-05,700,5.891799901291961e-07,4019,NULL
(-151+745)>-893,>,],0.3102971017360687,+,0.1422903835773468,.,0.0811767503619194,0.007679984904825687,16,0.0008937416132539511,61,2.6107450139534194e-06,3172,NULL
(841+760)>339,>,.,0.3994966447353363,",",0.2821469306945801,=,0.19428585469722748,0.19428585469722748,3,1.8225948224426247e-05,175,3.6007913877256215e-06,399,NULL
(865+971)>-802,>,],0.19705389440059662,copy,0.06846898049116135,[UNK],0.06706768274307251,0.0022019268944859505,48,0.0002569406642578542,213,1.1043931408494245e-05,1932,NULL
(640+149)>-279,>,module,0.1548270434141159,m,0.11236462742090225,a,0.11117751151323318,0.0010128659196197987,65,1.7009693692671135e-05,558,2.814705055698141e-07,4373,NULL
