Formula,[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
\boxed{712}=712,=,=,0.19392234086990356,\times,0.18125444650650024,+,0.13138960301876068,0.19392234086990356,1,0.011075794696807861,14,0.025687914341688156,8,1
\boxed{-298}=-298,=,=,0.5829741358757019,\to,0.08280609548091888,\times,0.044163528829813004,0.5829741358757019,1,0.009801830165088177,12,0.005794772878289223,18,1
\boxed{-15}=-15,=,=,0.3913363516330719,\times,0.09442275017499924,\to,0.09297770261764526,0.3913363516330719,1,0.015805311501026154,12,0.006390035152435303,18,1
\boxed{-261}=-261,=,=,0.47346562147140503,\to,0.1530233919620514,\times,0.05730190873146057,0.47346562147140503,1,0.0060796416364610195,18,0.003930471837520599,21,1
\boxed{-521}=-521,=,=,0.49708130955696106,\to,0.11497188359498978,\times,0.04976357892155647,0.49708130955696106,1,0.011516374535858631,13,0.007766254711896181,17,1
\boxed{150}=150,=,\times,0.3379107415676117,\cdot,0.16783979535102844,=,0.1164955198764801,0.1164955198764801,3,0.010371191427111626,11,0.027105383574962616,7,3
\boxed{-841}=-841,=,=,0.5181454420089722,\to,0.13463786244392395,\times,0.051410067826509476,0.5181454420089722,1,0.009031894616782665,14,0.005985797382891178,19,1
\boxed{-786}=-786,=,=,0.5396143198013306,\to,0.07579933106899261,+,0.0684455931186676,0.5396143198013306,1,0.010811436921358109,12,0.006488937418907881,17,1
\boxed{-155}=-155,=,=,0.45783647894859314,\times,0.11583108454942703,\to,0.09284815192222595,0.45783647894859314,1,0.005652379710227251,17,0.004008444957435131,21,1
\boxed{-300}=-300,=,=,0.5472613573074341,\times,0.13395315408706665,\to,0.09069923311471939,0.5472613573074341,1,0.006970162969082594,12,0.006377335637807846,14,1
\boxed{-67}=-67,=,=,0.41557762026786804,\to,0.13417139649391174,\times,0.06728243082761765,0.41557762026786804,1,0.008516383357346058,17,0.007814368233084679,19,1
\boxed{-560}=-560,=,=,0.6201877593994141,\to,0.1352526694536209,\approx,0.040837060660123825,0.6201877593994141,1,0.014322105795145035,7,0.008959408849477768,9,1
\boxed{719}=719,=,\times,0.17199130356311798,=,0.17167019844055176,+,0.1437370777130127,0.17167019844055176,2,0.01259253453463316,13,0.02709253877401352,8,2
\boxed{300}=300,=,\times,0.32168617844581604,=,0.18529336154460907,\cdot,0.11175674200057983,0.18529336154460907,2,0.013249512761831284,11,0.029322868213057518,6,2
\boxed{896}=896,=,=,0.20299996435642242,\cdot,0.1810404658317566,\times,0.11121109873056412,0.20299996435642242,1,0.035319309681653976,7,0.03824327513575554,6,1
\boxed{769}=769,=,\times,0.1835671216249466,=,0.18261437118053436,+,0.13677458465099335,0.18261437118053436,2,0.022204380482435226,9,0.03157349303364754,6,2
\boxed{-378}=-378,=,=,0.5707134008407593,\to,0.1072315126657486,\times,0.03308207541704178,0.5707134008407593,1,0.011143457144498825,12,0.006390735507011414,18,1
\boxed{478}=478,=,=,0.1975792646408081,\times,0.12699516117572784,+,0.11219485104084015,0.1975792646408081,1,0.015387186780571938,13,0.025981348007917404,9,1
\boxed{-951}=-951,=,=,0.5294393301010132,\to,0.15007834136486053,\times,0.028124544769525528,0.5294393301010132,1,0.022056827321648598,6,0.014347929507493973,11,1
\boxed{998}=998,=,=,0.2484903335571289,\times,0.17573705315589905,+,0.1495780646800995,0.2484903335571289,1,0.012997029349207878,11,0.024982130154967308,6,1
\boxed{-992}=-992,=,=,0.5749335289001465,\to,0.07305954396724701,\times,0.06405291706323624,0.5749335289001465,1,0.014389659278094769,8,0.007755871396511793,14,1
\boxed{733}=733,=,=,0.17373119294643402,\times,0.12730620801448822,\cdot,0.11297516524791718,0.17373119294643402,1,0.018060138449072838,12,0.02821260318160057,9,1
\boxed{268}=268,=,+,0.17291298508644104,\times,0.14679139852523804,=,0.1464206874370575,0.1464206874370575,3,0.01035305391997099,13,0.025166932493448257,7,3
\boxed{-994}=-994,=,=,0.5197198987007141,\to,0.101340651512146,\times,0.08500148355960846,0.5197198987007141,1,0.011622780933976173,11,0.00754200154915452,14,1
\boxed{-812}=-812,=,=,0.5549027919769287,\to,0.0766000971198082,\times,0.06650614738464355,0.5549027919769287,1,0.013279194012284279,8,0.0074525270611047745,15,1
\boxed{83}=83,=,\cdot,0.29368430376052856,=,0.19127996265888214,\times,0.1701744943857193,0.19127996265888214,2,0.008282805792987347,16,0.01974279060959816,8,2
\boxed{-637}=-637,=,=,0.4676159918308258,\to,0.08881047368049622,+,0.06035231053829193,0.4676159918308258,1,0.013839981518685818,14,0.008294012397527695,17,1
\boxed{905}=905,=,\times,0.1899263560771942,=,0.1648348867893219,-,0.1290232390165329,0.1648348867893219,2,0.01742498204112053,11,0.03268694132566452,7,2
\boxed{877}=877,=,=,0.2611292004585266,+,0.13072139024734497,\cdot,0.11898709088563919,0.2611292004585266,1,0.017970867455005646,12,0.020365621894598007,10,1
\boxed{587}=587,=,+,0.1825876086950302,=,0.1513073742389679,-,0.10950284451246262,0.1513073742389679,2,0.017522543668746948,12,0.030296964570879936,8,2
\boxed{-351}=-351,=,=,0.5442777276039124,\to,0.10838019102811813,\times,0.04108523577451706,0.5442777276039124,1,0.011874288320541382,11,0.007518359925597906,17,1
\boxed{316}=316,=,=,0.2928782105445862,+,0.21034397184848785,\times,0.14612193405628204,0.2928782105445862,1,0.012718536891043186,12,0.018500421196222305,9,1
\boxed{-904}=-904,=,=,0.526054859161377,\to,0.120231494307518,\times,0.058470219373703,0.526054859161377,1,0.013314823620021343,10,0.0098505187779665,13,1
\boxed{-505}=-505,=,=,0.6008910536766052,\times,0.055018551647663116,\to,0.05033332109451294,0.6008910536766052,1,0.016659872606396675,9,0.013857480138540268,10,1
\boxed{-357}=-357,=,=,0.4834865629673004,\to,0.08077344298362732,+,0.05981982499361038,0.4834865629673004,1,0.010913705453276634,14,0.006899213418364525,18,1
\boxed{-241}=-241,=,=,0.340587317943573,\to,0.16898904740810394,\times,0.07489848881959915,0.340587317943573,1,0.015163741074502468,11,0.007905234582722187,17,1
\boxed{-582}=-582,=,=,0.5965882539749146,\to,0.08001964539289474,+,0.04557840898633003,0.5965882539749146,1,0.0111449109390378,12,0.007738861255347729,13,1
\boxed{587}=587,=,+,0.1825876086950302,=,0.1513073742389679,-,0.10950284451246262,0.1513073742389679,2,0.017522543668746948,12,0.030296964570879936,8,2
\boxed{-752}=-752,=,=,0.48557329177856445,\times,0.08346638828516006,+,0.06586044281721115,0.48557329177856445,1,0.01487117912620306,11,0.010120837949216366,13,1
\boxed{-36}=-36,=,=,0.45592740178108215,\times,0.11714337766170502,\to,0.08863295614719391,0.45592740178108215,1,0.005787283647805452,17,0.0038628443144261837,19,1
\boxed{-902}=-902,=,=,0.6097156405448914,\to,0.055504970252513885,+,0.053276993334293365,0.6097156405448914,1,0.013997336849570274,9,0.008144444786012173,12,1
\boxed{967}=967,=,+,0.17064611613750458,\cdot,0.14861594140529633,=,0.1368272304534912,0.1368272304534912,3,0.022439973428845406,10,0.025101540610194206,8,3
\boxed{515}=515,=,\times,0.19047263264656067,-,0.1466950923204422,+,0.13639917969703674,0.10409310460090637,4,0.017156733199954033,10,0.04444398730993271,6,NULL
\boxed{784}=784,=,=,0.22726599872112274,\times,0.1610078662633896,-,0.14393965899944305,0.22726599872112274,1,0.018411142751574516,10,0.0333234928548336,7,1
\boxed{-438}=-438,=,=,0.5803148150444031,\to,0.1273639053106308,\times,0.027060115709900856,0.5803148150444031,1,0.008164456114172935,13,0.00624987855553627,16,1
\boxed{-2}=-2,=,=,0.4317246973514557,\cdot,0.09234228730201721,\times,0.07605615258216858,0.4317246973514557,1,0.014262602664530277,10,0.007246764376759529,15,1
\boxed{93}=93,=,\cdot,0.24352163076400757,=,0.20018920302391052,+,0.11150742322206497,0.20018920302391052,2,0.01111485157161951,14,0.02117590419948101,6,2
\boxed{-969}=-969,=,=,0.4924156069755554,\to,0.11591925472021103,\times,0.06639820337295532,0.4924156069755554,1,0.014881104230880737,10,0.008945503272116184,14,1
\boxed{-974}=-974,=,=,0.5034939646720886,\to,0.18583080172538757,\times,0.05309556424617767,0.5034939646720886,1,0.010871751233935356,11,0.007930750027298927,15,1
\boxed{565}=565,=,+,0.1761595457792282,-,0.15384717285633087,\times,0.1418130099773407,0.1273501068353653,4,0.015361391939222813,12,0.03044290840625763,7,NULL
\boxed{779}=779,=,=,0.20681139826774597,\times,0.16141963005065918,+,0.1274256855249405,0.20681139826774597,1,0.016656922176480293,11,0.0353122353553772,7,1
\boxed{953}=953,=,=,0.1640305519104004,\cdot,0.12404859066009521,\times,0.1056348904967308,0.1640305519104004,1,0.03535139933228493,8,0.04751349613070488,7,1
\boxed{-342}=-342,=,=,0.560413658618927,\to,0.09119464457035065,\times,0.03758039325475693,0.560413658618927,1,0.0109185092151165,12,0.007097116205841303,18,1
\boxed{-895}=-895,=,=,0.5801427960395813,\to,0.09286467730998993,+,0.03330833464860916,0.5801427960395813,1,0.020097792148590088,7,0.011981352232396603,12,1
\boxed{-186}=-186,=,=,0.5261290669441223,\to,0.09775179624557495,\times,0.09296184778213501,0.5261290669441223,1,0.007487359922379255,13,0.004366892855614424,18,1
\boxed{42}=42,=,=,0.23566566407680511,\cdot,0.187111034989357,\times,0.14391733705997467,0.23566566407680511,1,0.008806631900370121,16,0.014255516231060028,11,1
\boxed{-927}=-927,=,=,0.46124735474586487,+,0.08576308190822601,\to,0.08526650816202164,0.46124735474586487,1,0.014811643399298191,13,0.007732237223535776,18,1
\boxed{-5}=-5,=,=,0.37432432174682617,\times,0.11285310238599777,\cdot,0.08294272422790527,0.37432432174682617,1,0.015596608631312847,9,0.010441823862493038,16,1
\boxed{39}=39,=,=,0.23414257168769836,\cdot,0.19943565130233765,\times,0.12005775421857834,0.23414257168769836,1,0.015203159302473068,9,0.020495863631367683,6,1
\boxed{674}=674,=,\times,0.164616197347641,=,0.14477089047431946,\cdot,0.13308681547641754,0.14477089047431946,2,0.019915947690606117,13,0.05049686133861542,6,2
\boxed{153}=153,=,\cdot,0.2505808174610138,\times,0.20128686726093292,=,0.15894752740859985,0.15894752740859985,3,0.013239002786576748,11,0.02496168576180935,8,3
\boxed{301}=301,=,\times,0.2800440192222595,=,0.16851353645324707,\cdot,0.09718188643455505,0.16851353645324707,2,0.005001886282116175,20,0.010404673404991627,14,2
\boxed{-192}=-192,=,=,0.3979296386241913,\to,0.13908705115318298,\times,0.13634303212165833,0.3979296386241913,1,0.010036932304501534,11,0.007822990417480469,14,1
\boxed{-837}=-837,=,=,0.46988511085510254,\to,0.09237628430128098,+,0.0641670897603035,0.46988511085510254,1,0.00930295791476965,14,0.006642705760896206,18,1
\boxed{-832}=-832,=,=,0.4564897418022156,\to,0.1343773752450943,\times,0.07584935426712036,0.4564897418022156,1,0.010715719312429428,14,0.007246574852615595,18,1
\boxed{371}=371,=,=,0.1541961282491684,+,0.12494222819805145,-,0.10231056064367294,0.1541961282491684,1,0.014708011411130428,16,0.026238074526190758,9,1
\boxed{342}=342,=,=,0.21980780363082886,\cdot,0.10884207487106323,+,0.10808072984218597,0.21980780363082886,1,0.015597114339470863,15,0.03726765513420105,7,1
\boxed{228}=228,=,=,0.1866399496793747,-,0.12575197219848633,\cdot,0.1153780147433281,0.1866399496793747,1,0.010969375260174274,16,0.01994086615741253,10,1
\boxed{-254}=-254,=,=,0.3588595986366272,\times,0.14954330027103424,\to,0.14591678977012634,0.3588595986366272,1,0.005827997345477343,20,0.004017130006104708,23,1
\boxed{-855}=-855,=,=,0.508564829826355,\to,0.08152338117361069,\times,0.07274568825960159,0.508564829826355,1,0.014656251296401024,9,0.010331855155527592,14,1
\boxed{7}=7,=,\cdot,0.29813268780708313,\times,0.12777860462665558,=,0.12497811019420624,0.12497811019420624,3,0.004918412771075964,17,0.007048632949590683,15,3
\boxed{-37}=-37,=,=,0.44177061319351196,\times,0.07353058457374573,+,0.06444741785526276,0.44177061319351196,1,0.010066855698823929,15,0.006191576365381479,19,1
\boxed{-718}=-718,=,=,0.6353890895843506,\to,0.07299675047397614,+,0.040011756122112274,0.6353890895843506,1,0.007971977815032005,13,0.0055535114370286465,15,1
\boxed{396}=396,=,=,0.22845086455345154,\cdot,0.14439798891544342,\times,0.12558628618717194,0.22845086455345154,1,0.018231643363833427,10,0.023112701252102852,7,1
\boxed{-164}=-164,=,=,0.519463300704956,\to,0.10616285353899002,\times,0.06382445991039276,0.519463300704956,1,0.0057198889553546906,14,0.003429980017244816,21,1
\boxed{-820}=-820,=,=,0.5475531816482544,\to,0.12167709320783615,\times,0.07053343951702118,0.5475531816482544,1,0.011799934320151806,10,0.009550953283905983,12,1
\boxed{954}=954,=,\times,0.18758811056613922,\cdot,0.15266092121601105,=,0.11932004243135452,0.11932004243135452,3,0.024976909160614014,9,0.0465519092977047,7,3
\boxed{-834}=-834,=,=,0.40099725127220154,\to,0.18323737382888794,\times,0.08930660039186478,0.40099725127220154,1,0.008974959142506123,14,0.007906573824584484,15,1
\boxed{-252}=-252,=,=,0.642616331577301,\times,0.07599806785583496,\to,0.06585689634084702,0.642616331577301,1,0.004699927754700184,14,0.002615062054246664,19,1
\boxed{98}=98,=,\cdot,0.23858344554901123,=,0.18977773189544678,\times,0.18907742202281952,0.18977773189544678,2,0.015183564275503159,9,0.030169108882546425,6,2
\boxed{666}=666,=,\times,0.24558328092098236,=,0.16473740339279175,\cdot,0.14142034947872162,0.16473740339279175,2,0.010650105774402618,13,0.019486159086227417,9,2
\boxed{-62}=-62,=,=,0.48602473735809326,\times,0.11265426129102707,\to,0.08450911194086075,0.48602473735809326,1,0.012204527854919434,10,0.010669924318790436,12,1
\boxed{-555}=-555,=,=,0.5762221217155457,\to,0.07252877950668335,\times,0.04069795832037926,0.5762221217155457,1,0.01254715584218502,11,0.01029940228909254,12,1
\boxed{156}=156,=,=,0.24912631511688232,\times,0.15878772735595703,\cdot,0.13787943124771118,0.24912631511688232,1,0.016187351197004318,9,0.02505922131240368,8,1
\boxed{-887}=-887,=,=,0.581017017364502,\to,0.06870727986097336,+,0.06022108718752861,0.581017017364502,1,0.008080893196165562,13,0.004132292699068785,19,1
\boxed{966}=966,=,\cdot,0.1976025402545929,\times,0.173525869846344,=,0.13694845139980316,0.13694845139980316,3,0.02863725647330284,9,0.02988886833190918,8,3
\boxed{133}=133,=,\cdot,0.18724972009658813,=,0.15186376869678497,\times,0.11390211433172226,0.15186376869678497,2,0.016806242987513542,14,0.031081635504961014,7,2
\boxed{-423}=-423,=,=,0.5710822939872742,\to,0.09568950533866882,+,0.04863587021827698,0.5710822939872742,1,0.00730457017198205,15,0.004977528005838394,19,1
\boxed{316}=316,=,=,0.2928782105445862,+,0.21034397184848785,\times,0.14612193405628204,0.2928782105445862,1,0.012718536891043186,12,0.018500421196222305,9,1
\boxed{652}=652,=,=,0.20349518954753876,\times,0.1508771777153015,-,0.12889139354228973,0.20349518954753876,1,0.017823051661252975,12,0.036141764372587204,6,1
\boxed{609}=609,=,=,0.1648324877023697,\times,0.16052749752998352,+,0.14339254796504974,0.1648324877023697,1,0.017293037846684456,10,0.02643495425581932,7,1
\boxed{-473}=-473,=,=,0.5269274711608887,\to,0.12240329384803772,\times,0.03505890071392059,0.5269274711608887,1,0.01319471187889576,12,0.007870357483625412,16,1
\boxed{-823}=-823,=,=,0.5832538604736328,\to,0.09489267319440842,+,0.042809512466192245,0.5832538604736328,1,0.010238312184810638,12,0.007452527526766062,14,1
\boxed{-207}=-207,=,=,0.45108217000961304,\to,0.1355672925710678,\times,0.08705364912748337,0.45108217000961304,1,0.007344801910221577,18,0.004197416361421347,22,1
\boxed{-579}=-579,=,=,0.5278083086013794,\to,0.11420894414186478,\times,0.03840086609125137,0.5278083086013794,1,0.012277757748961449,11,0.00651080347597599,19,1
\boxed{-275}=-275,=,=,0.5642263889312744,\times,0.08984136581420898,\to,0.08184511959552765,0.5642263889312744,1,0.0035648385528475046,18,0.0028840049635618925,19,1
\boxed{385}=385,=,=,0.24817277491092682,\cdot,0.1386643350124359,\times,0.09602384269237518,0.24817277491092682,1,0.00664669880643487,23,0.008866527117788792,18,1
\boxed{838}=838,=,\times,0.16972672939300537,=,0.1655038744211197,+,0.10805249959230423,0.1655038744211197,2,0.014020254835486412,12,0.02409180998802185,9,2
\boxed{423}=423,=,=,0.19518935680389404,+,0.13795258104801178,\times,0.12557700276374817,0.19518935680389404,1,0.018863875418901443,13,0.029946619644761086,7,1
\boxed{567}=567,=,+,0.24477678537368774,=,0.1728188842535019,-,0.11777078360319138,0.1728188842535019,2,0.011815236881375313,13,0.021148107945919037,8,2
\boxed{-986}=-986,=,=,0.5377494692802429,\to,0.0851707011461258,+,0.060350678861141205,0.5377494692802429,1,0.013843883760273457,10,0.008639561012387276,13,1
\boxed{158}=158,=,=,0.24136683344841003,\cdot,0.1849861443042755,\times,0.17020046710968018,0.24136683344841003,1,0.013799517415463924,11,0.018814148381352425,8,1
\boxed{-178}=-178,=,=,0.5844210982322693,+,0.06962313503026962,\times,0.05775071680545807,0.5844210982322693,1,0.002313238335773349,24,0.0021092304959893227,27,1
\boxed{-769}=-769,=,=,0.5503407120704651,\to,0.09163881838321686,\times,0.05040029063820839,0.5503407120704651,1,0.012780175544321537,12,0.007371715269982815,14,1
\boxed{-670}=-670,=,=,0.44658657908439636,\to,0.16395702958106995,\times,0.07824980467557907,0.44658657908439636,1,0.012198533862829208,11,0.010718133300542831,13,1
\boxed{289}=289,=,=,0.18589097261428833,+,0.15453413128852844,-,0.14210571348667145,0.18589097261428833,1,0.018213076516985893,9,0.037908755242824554,6,1
\boxed{-321}=-321,=,=,0.6184030175209045,\to,0.07827387750148773,\times,0.03782350942492485,0.6184030175209045,1,0.014140307903289795,9,0.007559336721897125,14,1
\boxed{176}=176,=,\times,0.18513518571853638,=,0.18153271079063416,\cdot,0.14989915490150452,0.18153271079063416,2,0.009102918207645416,12,0.021991228684782982,8,2
\boxed{133}=133,=,\cdot,0.18724972009658813,=,0.15186376869678497,\times,0.11390211433172226,0.15186376869678497,2,0.016806242987513542,14,0.031081635504961014,7,2
\boxed{-282}=-282,=,=,0.5579925775527954,\to,0.09013723582029343,\times,0.060503359884023666,0.5579925775527954,1,0.00851113349199295,15,0.005614552181214094,18,1
\boxed{252}=252,=,\times,0.26312580704689026,=,0.20991605520248413,\cdot,0.14655517041683197,0.20991605520248413,2,0.014892554841935635,10,0.022954300045967102,8,2
\boxed{637}=637,=,=,0.19304515421390533,+,0.17235562205314636,\cdot,0.10898202657699585,0.19304515421390533,1,0.013844606466591358,13,0.021651197224855423,9,1
\boxed{-146}=-146,=,=,0.47080591320991516,\to,0.1773870438337326,\times,0.07139424979686737,0.47080591320991516,1,0.004880473017692566,17,0.0026696701534092426,24,1
\boxed{628}=628,=,\times,0.21107301115989685,=,0.15313966572284698,+,0.12021612375974655,0.15313966572284698,2,0.017504941672086716,12,0.03906741365790367,6,2
\boxed{-88}=-88,=,=,0.508716881275177,\to,0.14392264187335968,\times,0.07875945419073105,0.508716881275177,1,0.006904271896928549,14,0.004541251342743635,18,1
\boxed{576}=576,=,\cdot,0.15787909924983978,+,0.1506950557231903,\times,0.14326511323451996,0.12480591237545013,4,0.021692659705877304,10,0.03204282745718956,8,NULL
\boxed{52}=52,=,\times,0.18456494808197021,=,0.1747998297214508,\cdot,0.16451168060302734,0.1747998297214508,2,0.008521931245923042,13,0.019942672923207283,6,2
\boxed{683}=683,=,=,0.18626008927822113,\times,0.16235888004302979,\cdot,0.09958628565073013,0.18626008927822113,1,0.02499205805361271,9,0.046441201120615005,6,1
\boxed{-947}=-947,=,=,0.434987336397171,\to,0.09480545669794083,+,0.07113953679800034,0.434987336397171,1,0.016853047534823418,10,0.00842070858925581,17,1
\boxed{469}=469,=,-,0.1792430281639099,+,0.173660546541214,=,0.12904919683933258,0.12904919683933258,3,0.013727713376283646,11,0.021657301113009453,9,3
\boxed{-434}=-434,=,=,0.47788169980049133,\to,0.1910790354013443,\times,0.040043920278549194,0.47788169980049133,1,0.006901528220623732,15,0.005897596478462219,18,1
\boxed{-119}=-119,=,=,0.40179452300071716,\to,0.14927615225315094,\times,0.08329469710588455,0.40179452300071716,1,0.010584471747279167,15,0.005081202834844589,19,1
\boxed{480}=480,=,=,0.4134867787361145,\times,0.13693420588970184,\cdot,0.08661700040102005,0.4134867787361145,1,0.027935827150940895,8,0.03622768074274063,6,1
\boxed{455}=455,=,-,0.20236088335514069,=,0.16961203515529633,+,0.1636633425951004,0.16961203515529633,2,0.011168674565851688,13,0.0235148835927248,8,2
\boxed{667}=667,=,=,0.17316898703575134,\times,0.1721428483724594,+,0.16492916643619537,0.17316898703575134,1,0.011259065940976143,14,0.019293908029794693,9,1
\boxed{-584}=-584,=,=,0.528864324092865,\to,0.12963740527629852,\times,0.04356449097394943,0.528864324092865,1,0.010305210947990417,11,0.008176498115062714,13,1
\boxed{-822}=-822,=,=,0.6187001466751099,\to,0.0786714255809784,\times,0.04546323046088219,0.6187001466751099,1,0.010827342048287392,10,0.00753045966848731,14,1
\boxed{-234}=-234,=,=,0.6048969030380249,\to,0.08541525155305862,\cdot,0.03638870641589165,0.6048969030380249,1,0.004477642010897398,17,0.0022574393078684807,26,1
\boxed{809}=809,=,\times,0.19938644766807556,=,0.1656203418970108,-,0.13002553582191467,0.1656203418970108,2,0.0357806459069252,7,0.06052599102258682,6,2
\boxed{-670}=-670,=,=,0.44658657908439636,\to,0.16395702958106995,\times,0.07824980467557907,0.44658657908439636,1,0.012198533862829208,11,0.010718133300542831,13,1
\boxed{-770}=-770,=,=,0.6127866506576538,\to,0.08682969212532043,\times,0.04111433029174805,0.6127866506576538,1,0.011644115671515465,10,0.008551455102860928,13,1
\boxed{-867}=-867,=,=,0.5963883996009827,\to,0.08073175698518753,+,0.041944440454244614,0.5963883996009827,1,0.008035939186811447,14,0.004550273530185223,19,1
\boxed{962}=962,=,\times,0.19699566066265106,=,0.1450863778591156,\cdot,0.12341577559709549,0.1450863778591156,2,0.03160858526825905,8,0.03946928679943085,7,2
\boxed{910}=910,=,\times,0.24674037098884583,=,0.1663668006658554,-,0.09427060186862946,0.1663668006658554,2,0.01639498956501484,11,0.036870330572128296,8,2
\boxed{470}=470,=,=,0.36549344658851624,+,0.0846642479300499,\times,0.07050302624702454,0.36549344658851624,1,0.006412618327885866,20,0.0074477288872003555,16,1
\boxed{892}=892,=,=,0.2127038538455963,-,0.1083136647939682,\cdot,0.10078108310699463,0.2127038538455963,1,0.03163255751132965,8,0.050513140857219696,6,1
\boxed{568}=568,=,+,0.20758071541786194,=,0.16734963655471802,-,0.1354442685842514,0.16734963655471802,2,0.012039002031087875,11,0.02316165156662464,8,2
\boxed{221}=221,=,=,0.23334573209285736,\times,0.13944265246391296,\cdot,0.13262902200222015,0.23334573209285736,1,0.011533068493008614,14,0.019186800345778465,8,1
\boxed{-413}=-413,=,=,0.5783361792564392,\to,0.1060740128159523,+,0.035393040627241135,0.5783361792564392,1,0.012768249027431011,11,0.007774900645017624,15,1
\boxed{978}=978,=,\,0.25477662682533264,=,0.1446627676486969,\to,0.10627934336662292,0.1446627676486969,2,0.010397825390100479,14,0.01811937429010868,10,2
\boxed{121}=121,=,=,0.2979706823825836,+,0.14390766620635986,\times,0.12421728670597076,0.2979706823825836,1,0.012185541912913322,12,0.023229805752635002,7,1
\boxed{-924}=-924,=,=,0.44365623593330383,\to,0.1860029548406601,\times,0.06761959940195084,0.44365623593330383,1,0.01177555788308382,11,0.00870547816157341,14,1
\boxed{433}=433,=,=,0.19594641029834747,+,0.11466266959905624,-,0.10222896188497543,0.19594641029834747,1,0.01899288222193718,12,0.03409146890044212,6,1
