Formula,[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
-681>-976,>,-,0.07878772914409637,=,0.04208661615848541,",",0.040128760039806366,0.04208661615848541,2,0.001638762652873993,101,0.0006036516278982162,198,NULL
293>-551,>,##9,0.07505577057600021,-,0.04643387719988823,1,0.025380218401551247,0.014295965433120728,11,0.0017137888353317976,114,0.0005894406349398196,253,NULL
628>-963,>,##4,0.11820188164710999,##9,0.1037086695432663,##8,0.09235680848360062,0.0047643533907830715,24,0.002391039626672864,47,0.0005126702599227428,123,NULL
590>283,>,/,0.11651168018579483,",",0.10038883239030838,-,0.09604645520448685,0.05319375917315483,5,0.007770872209221125,18,0.012439917773008347,12,NULL
277>-534,>,##9,0.12680485844612122,##7,0.0987105742096901,##6,0.0913238376379013,0.01094718649983406,9,0.000863744062371552,103,0.00021427837782539427,241,NULL
996>-308,>,##9,0.2524653971195221,##8,0.15001395344734192,##7,0.1309807002544403,0.004001520108431578,17,0.00021336573990993202,159,7.156715582823381e-05,296,NULL
432>75,>,.,0.2862406373023987,",",0.1167488619685173,=,0.10391125828027725,0.10391125828027725,3,0.016961703076958656,12,0.01874096691608429,11,NULL
733>197,>,|,0.15843285620212555,<,0.1364559382200241,=,0.12445367127656937,0.12445367127656937,3,0.1364559382200241,2,0.07521151006221771,5,NULL
-425>-781,>,##1,0.1702430546283722,##6,0.08767841756343842,##3,0.08700879663228989,0.0014414605684578419,29,0.00011925639410037547,238,8.02941940492019e-05,312,NULL
974>412,>,*,0.2490113526582718,=,0.12003165483474731,+,0.08614474534988403,0.12003165483474731,2,0.024879509583115578,10,0.03369700163602829,7,NULL
-609>-728,>,##8,0.11182087659835815,##9,0.07523252815008163,##4,0.07083667069673538,0.049500301480293274,6,0.0013810141244903207,75,0.0003752211923711002,199,NULL
426>-168,>,##7,0.09495975822210312,##8,0.08614833652973175,=,0.07681840658187866,0.07681840658187866,3,0.0013206041185185313,104,0.0005884601850993931,183,NULL
-141>-825,>,##5,0.3026922941207886,##4,0.09698229283094406,##9,0.06499599665403366,0.0029306106735020876,23,0.0006080043385736644,66,0.00011274049757048488,206,NULL
863>399,>,",",0.13361647725105286,*,0.1290259212255478,=,0.10285494476556778,0.10285494476556778,3,0.019625455141067505,12,0.009610477834939957,15,NULL
577>143,>,=,0.12246527522802353,|,0.09192107617855072,",",0.04191674664616585,0.12246527522802353,1,0.02952222339808941,8,0.025501448661088943,9,NULL
-356>-679,>,##9,0.1286735236644745,##7,0.11953826993703842,##8,0.09215710312128067,0.01648835465312004,10,0.00043280411045998335,156,0.00011217752762604505,310,NULL
901>82,>,=,0.24903610348701477,.,0.1785636842250824,/,0.15339311957359314,0.24903610348701477,1,0.013539482839405537,9,0.0326540470123291,6,NULL
644>-99,>,##9,0.2430654913187027,=,0.18370385468006134,##e,0.02194940112531185,0.18370385468006134,2,0.005699979141354561,25,0.0024811942130327225,46,NULL
884>-845,>,##9,0.234861359000206,=,0.07416462898254395,##x,0.022781992331147194,0.07416462898254395,2,0.0031961435452103615,51,0.0014017338398844004,112,NULL
159>92,>,.,0.2948444187641144,",",0.06451594084501266,-,0.05214666947722435,0.02371768280863762,6,0.0010749467182904482,110,0.0016963352682068944,64,NULL
950>248,>,=,0.1612638682126999,.,0.15718671679496765,",",0.13938820362091064,0.1612638682126999,1,0.009936504997313023,10,0.018031129613518715,9,NULL
244>26,>,-,0.12673026323318481,.,0.11253701895475388,=,0.07878746092319489,0.07878746092319489,3,0.0026588772889226675,48,0.003876777132973075,34,NULL
-446>-572,>,##8,0.07782382518053055,##2,0.07089590281248093,##9,0.07023803144693375,0.046974990516901016,7,0.0007868582615628839,142,0.00029591895872727036,239,NULL
613>-7,>,=,0.08973905444145203,7,0.036459729075431824,^,0.034844521433115005,0.08973905444145203,1,0.009057861752808094,22,0.005414456129074097,33,NULL
881>-955,>,##e,0.09776408225297928,-,0.042589712888002396,=,0.04209109768271446,0.04209109768271446,3,0.013656875118613243,10,0.0037571974098682404,42,NULL
763>560,>,=,0.14289481937885284,<,0.11404335498809814,|,0.10356099903583527,0.14289481937885284,1,0.11404335498809814,2,0.06993091106414795,6,NULL
73>-394,>,##9,0.11543133854866028,##0,0.10571704804897308,##1,0.09858255088329315,0.0005522622377611697,67,6.74481998430565e-05,122,2.169731305912137e-05,298,NULL
261>131,>,##6,0.06872207671403885,-,0.03747352585196495,",",0.034726064652204514,0.007148640230298042,19,0.000609905575402081,277,0.0006682588718831539,261,NULL
387>-762,>,##9,0.1363072395324707,##8,0.13322857022285461,##2,0.09811439365148544,0.003892352571710944,21,0.0007558849756605923,87,0.00016039074398577213,234,NULL
321>50,>,-,0.12582868337631226,=,0.12032166868448257,.,0.07657178491353989,0.12032166868448257,2,0.0035800037439912558,33,0.011010894551873207,12,NULL
-521>-538,>,",",0.06601064652204514,-,0.058692723512649536,=,0.053253695368766785,0.053253695368766785,3,0.0017880545929074287,96,0.000776388100348413,165,NULL
755>631,>,/,0.08047842979431152,",",0.07552984356880188,=,0.07346995174884796,0.07346995174884796,3,0.012482716701924801,12,0.009754006750881672,16,NULL
-761>-988,>,-,0.058768533170223236,=,0.047340456396341324,",",0.04477936401963234,0.047340456396341324,2,0.0013538476778194308,116,0.0004990539164282382,212,NULL
835>-873,>,##9,0.17982608079910278,##7,0.12533767521381378,##6,0.09625423699617386,0.002356417942792177,40,0.00038933887844905257,201,7.618356903549284e-05,445,NULL
779>133,>,=,0.15007606148719788,-,0.08125939220190048,+,0.08035000413656235,0.15007606148719788,1,0.029865719377994537,9,0.03897804766893387,6,NULL
-229>-896,>,##6,0.1537245512008667,##4,0.10176030546426773,##9,0.08106541633605957,0.001860024523921311,29,0.00013510591816157103,178,6.0642993048531935e-05,308,NULL
-228>-780,>,##0,0.2090367078781128,##8,0.09700597077608109,##6,0.07789301872253418,0.005274859722703695,15,0.0002927375608123839,141,0.00014356478641275316,238,NULL
-457>-666,>,##6,0.15064412355422974,##4,0.08804046362638474,##7,0.08651011437177658,0.01861129328608513,9,0.0005885658320039511,132,0.00018769546295516193,244,NULL
954>-986,>,##9,0.2123173177242279,-,0.04425330460071564,9,0.027741724625229836,0.022353211417794228,5,0.002556196879595518,59,0.0013320829020813107,112,NULL
149>96,>,",",0.047298613935709,-,0.04384271800518036,96,0.037651725113391876,0.029705410823225975,4,0.0007527346606366336,213,0.0016623440897092223,124,NULL
521>-599,>,-,0.09580962359905243,##9,0.060267504304647446,1,0.02454674057662487,0.012682240456342697,13,0.0015615191077813506,113,0.0003903187171090394,304,NULL
893>-10,>,=,0.07810204476118088,-,0.06727005541324615,^,0.06694717705249786,0.07810204476118088,1,0.01748509518802166,9,0.007040508557111025,26,NULL
771>673,>,",",0.10777205973863602,/,0.04850829765200615,*,0.03716971352696419,0.021095361560583115,6,0.005080450791865587,30,0.003050179686397314,56,NULL
954>343,>,=,0.13499943912029266,",",0.12828156352043152,/,0.10452846437692642,0.13499943912029266,1,0.039776306599378586,8,0.04453828185796738,6,NULL
463>-358,>,-,0.08168695122003555,=,0.04462115094065666,##9,0.03529603034257889,0.04462115094065666,2,0.003092594910413027,68,0.001086452160961926,147,NULL
804>-613,>,##9,0.20825742185115814,=,0.11360335350036621,-,0.035384248942136765,0.11360335350036621,2,0.00456190574914217,30,0.003505124244838953,37,NULL
911>-932,>,##2,0.12683945894241333,##1,0.12435425817966461,##8,0.08041328191757202,0.0010048358235508204,50,0.0003814621304627508,97,0.00017755723092705011,134,NULL
625>-419,>,##0,0.15189506113529205,##9,0.0798911526799202,##5,0.06583686918020248,0.0040251389145851135,31,0.001242895028553903,65,0.0005712411948479712,115,NULL
907>-590,>,##9,0.13504232466220856,##8,0.08932449668645859,##6,0.07867429405450821,0.0108311977237463,13,0.0032445124816149473,36,0.0007809405797161162,115,NULL
792>-719,>,-,0.08183983713388443,##9,0.054030343890190125,3,0.03160250931978226,0.013981297612190247,10,0.001338103087618947,130,0.000567077484447509,218,NULL
-573>-983,>,=,0.06734535843133926,",",0.06557106226682663,-,0.06205876171588898,0.06734535843133926,1,0.002666188171133399,54,0.0016319748247042298,85,NULL
188>-904,>,-,0.21063397824764252,##4,0.051495008170604706,##9,0.04446350038051605,0.0034239189699292183,30,0.0003343517892062664,284,0.0002196362620452419,364,NULL
-226>-426,>,##6,0.15497718751430511,##4,0.08570181578397751,##0,0.07687384635210037,0.005443254020065069,17,0.0002899715327657759,155,0.0001759693113854155,217,NULL
-163>-480,>,##4,0.1284603476524353,##8,0.09176095575094223,##6,0.0660751610994339,0.005101118236780167,24,0.0005407005082815886,131,0.0001355655986117199,341,NULL
406>157,>,##6,0.10837008059024811,/,0.0692870020866394,=,0.058575958013534546,0.058575958013534546,3,0.002998677548021078,39,0.003341804491356015,34,NULL
463>-582,>,-,0.11556869000196457,##9,0.05683872476220131,1,0.031898677349090576,0.010821414180099964,16,0.0008389914873987436,161,0.0003113643906544894,294,NULL
347>94,>,.,0.17802999913692474,=,0.15577435493469238,/,0.07677946239709854,0.15577435493469238,2,0.011950304731726646,12,0.0133659141138196,11,NULL
725>-749,>,##9,0.19954395294189453,##7,0.12063289433717728,##8,0.08109528571367264,0.002165478654205799,46,0.00040622864617034793,189,6.800139817642048e-05,461,NULL
841>-98,>,-,0.07509221136569977,=,0.07290691137313843,##e,0.03731266036629677,0.07290691137313843,2,0.00440225750207901,37,0.0026560735423117876,62,NULL
93>-508,>,##9,0.14708802103996277,##0,0.09271064400672913,##5,0.07832068204879761,0.002187530044466257,39,0.0006202811491675675,85,0.00010250019113300368,192,NULL
345>-111,>,##6,0.16655021905899048,-,0.11555998027324677,##7,0.06368319690227509,0.008790521882474422,14,0.0008372043375857174,71,0.00020794558804482222,176,NULL
-70>-416,>,##6,0.1307619959115982,##4,0.12244747579097748,##7,0.09963827580213547,0.003070374485105276,18,0.00023106366279534996,89,5.454387064673938e-05,189,NULL
-416>-774,>,##8,0.09996329993009567,##9,0.09370442479848862,##2,0.08144940435886383,0.05099305137991905,7,0.0007047879626043141,124,0.00035537435906007886,172,NULL
193>-231,>,-,0.23700207471847534,1,0.03431178629398346,3,0.03398909792304039,0.006701115518808365,25,0.0007486003451049328,146,0.00030648167012259364,274,NULL
-127>-710,>,##0,0.15341970324516296,##8,0.0884552001953125,##9,0.08089392632246017,0.024427013471722603,11,0.0017899447120726109,44,0.0007840755279175937,91,NULL
-213>-260,>,-,0.21268156170845032,##6,0.04743180423974991,",",0.03151223808526993,0.030634978786110878,5,0.0009101483155973256,121,0.0006226150435395539,151,NULL
452>379,>,*,0.16093073785305023,=,0.15625232458114624,+,0.08845322579145432,0.15625232458114624,2,0.01847441866993904,11,0.014200492762029171,13,NULL
-117>-765,>,##5,0.12816248834133148,##6,0.1010495275259018,##3,0.07053324580192566,0.009400217793881893,13,0.000782496586907655,98,0.0003630475257523358,171,NULL
-158>-805,>,##6,0.11830630898475647,##4,0.09318788349628448,##7,0.08501607924699783,0.0033261943608522415,24,0.0005671433755196631,105,0.0001237325050169602,294,NULL
-298>-504,>,=,0.09511007368564606,-,0.06265025585889816,##9,0.05873049795627594,0.09511007368564606,1,0.005274416413158178,29,0.002112793270498514,63,NULL
209>-909,>,##9,0.20580044388771057,##7,0.08329498767852783,##8,0.06607691943645477,0.0013517551124095917,62,0.0004489484417717904,180,0.00015381294360850006,350,NULL
13>-930,>,##9,0.09180846065282822,-,0.04193864017724991,##0,0.04107702523469925,0.02906118705868721,4,0.0042823003605008125,40,0.0012197497999295592,129,NULL
685>-717,>,##9,0.14861920475959778,##7,0.12234296649694443,##6,0.06916136294603348,0.0010465870145708323,108,0.00018489987996872514,307,3.409722194192e-05,663,NULL
-337>-344,>,=,0.15545031428337097,##2,0.05240662395954132,##4,0.03515566512942314,0.15545031428337097,1,0.0026109779719263315,53,0.0011160679860040545,100,NULL
975>-521,>,##7,0.1540941745042801,##6,0.15196262300014496,##9,0.15003429353237152,0.0034022254403680563,32,0.0015065117040649056,57,0.0003972278209403157,159,NULL
853>526,>,",",0.19234684109687805,*,0.06389287859201431,+,0.04571231082081795,0.02892543375492096,6,0.006321434862911701,19,0.003020922187715769,45,NULL
815>-296,>,##9,0.10440672188997269,-,0.09256541728973389,##6,0.07328206300735474,0.005770925432443619,20,0.0014048963785171509,85,0.0002861176326405257,250,NULL
-375>-804,>,-,0.1255342662334442,##4,0.05666378140449524,##6,0.056603748351335526,0.027221228927373886,11,0.000965312821790576,96,0.00038969801971688867,196,NULL
618>-179,>,##9,0.11684738099575043,##7,0.09865337610244751,##3,0.06335801631212234,0.003039047820493579,33,0.0005752425058744848,207,0.0002620895975269377,319,NULL
868>-40,>,=,0.06416040658950806,##8,0.05728141963481903,##4,0.0538330115377903,0.06416040658950806,1,0.008109482936561108,24,0.0026818113401532173,71,NULL
-293>-874,>,=,0.10864207148551941,",",0.05502082407474518,-,0.049811623990535736,0.10864207148551941,1,0.002577300649136305,67,0.001288360683247447,100,NULL
-451>-848,>,-,0.07401872426271439,=,0.032221902161836624,0,0.026314429938793182,0.032221902161836624,2,0.0009664753451943398,156,0.0002930329355876893,310,NULL
924>-766,>,##9,0.12933558225631714,=,0.06412936747074127,9,0.02156032808125019,0.06412936747074127,2,0.002654345938935876,83,0.00152388378046453,124,NULL
-105>-270,>,##0,0.09853285551071167,-,0.08649513125419617,180,0.05518249422311783,0.04112699255347252,5,0.0012449852656573057,87,0.0009216130129061639,102,NULL
122>-828,>,##8,0.1585509032011032,##4,0.15572108328342438,##5,0.11153428256511688,0.00027731573209166527,82,6.522407056763768e-05,158,2.171977212128695e-05,343,NULL
-346>-797,>,##7,0.1565924435853958,##9,0.11122995615005493,##8,0.08867636322975159,0.0033625171054154634,26,0.0001241181162185967,341,4.566333154798485e-05,509,NULL
143>-279,>,##1,0.09489680081605911,##9,0.08982884138822556,##7,0.06691498309373856,0.0026273997500538826,37,0.00017275151913054287,307,5.5545984650962055e-05,535,NULL
-263>-934,>,=,0.08294207602739334,",",0.05700615048408508,-,0.038985565304756165,0.08294207602739334,1,0.0019882177002727985,90,0.0008248990634456277,154,NULL
270>211,>,-,0.17163172364234924,=,0.1671006977558136,",",0.059109579771757126,0.1671006977558136,2,0.007500657811760902,17,0.01733851246535778,8,NULL
-201>-787,>,##7,0.08377926796674728,-,0.07406695187091827,##6,0.056500036269426346,0.006129550281912088,22,0.000535429222509265,232,0.0003142005589324981,345,NULL
-345>-455,>,##5,0.219796821475029,##6,0.18549567461013794,##4,0.09367798268795013,0.0032242969609797,19,0.00019864382920786738,110,5.552165748667903e-05,216,NULL
212>-311,>,##1,0.11427583545446396,##3,0.09283562749624252,##0,0.09115783125162125,0.0015641760546714067,46,0.00021613725402858108,233,0.00010991559247486293,333,NULL
660>350,>,/,0.16758045554161072,-,0.16377919912338257,",",0.10304246097803116,0.03881749138236046,5,0.0033192411065101624,27,0.007974838837981224,15,NULL
-202>-491,>,##5,0.18098683655261993,##1,0.11377213150262833,##3,0.09443867951631546,0.0036693376023322344,16,0.0005613092798739672,73,0.00015041304868645966,117,NULL
241>-422,>,##1,0.12014465034008026,##2,0.11033907532691956,##9,0.10707125067710876,0.0015702710952609777,25,7.475924940081313e-05,318,3.166609531035647e-05,483,NULL
631>-290,>,-,0.06010672450065613,##e,0.0507064163684845,##9,0.04877467826008797,0.030386824160814285,4,0.0025205810088664293,68,0.000720443669706583,203,NULL
-350>-388,>,##0,0.10419873893260956,##8,0.06937449425458908,##6,0.060625724494457245,0.015005575492978096,14,0.00037677938234992325,199,0.00023293467529583722,257,NULL
962>-263,>,-,0.0566280297935009,3,0.04731900244951248,4,0.03217044472694397,0.02766825258731842,5,0.0033106652554124594,58,0.0026760203763842583,78,NULL
916>-141,>,##7,0.1745958775281906,##8,0.14376884698867798,##9,0.10966534167528152,0.009340262040495872,12,0.0002294774167239666,155,0.00017566425958648324,182,NULL
-649>-698,>,##8,0.13130301237106323,##9,0.1014409065246582,##6,0.06507974863052368,0.03610001504421234,8,0.0010697008110582829,93,0.00038977936492301524,204,NULL
-236>-790,>,##0,0.13806088268756866,##4,0.08319108188152313,##6,0.08130326867103577,0.013723878189921379,13,0.0010213188361376524,59,0.0003635598695836961,130,NULL
41>-526,>,##6,0.20099711418151855,##9,0.1370750516653061,##4,0.11958543956279755,0.000913963420316577,48,0.00021687531261704862,120,2.9782202545902692e-05,402,NULL
366>-506,>,=,0.1102026104927063,##6,0.08788732439279556,##1,0.03954401612281799,0.1102026104927063,1,0.0032360514160245657,38,0.00174130464438349,68,NULL
949>903,>,=,0.13093732297420502,",",0.07384699583053589,/,0.06472475081682205,0.13093732297420502,1,0.032919254153966904,7,0.028946712613105774,8,NULL
745>390,>,=,0.1754915863275528,/,0.1744793802499771,",",0.0892430990934372,0.1754915863275528,1,0.05804929882287979,4,0.03474365547299385,7,NULL
826>600,>,",",0.22457972168922424,=,0.11784756183624268,/,0.09792078286409378,0.11784756183624268,2,0.04933754727244377,5,0.08046739548444748,4,NULL
982>975,>,*,0.1923201084136963,=,0.09180155396461487,",",0.0916433110833168,0.09180155396461487,2,0.03592894226312637,7,0.030394699424505234,9,NULL
943>-666,>,-,0.10706084966659546,6,0.032683756202459335,3,0.028644559904932976,0.01997704617679119,9,0.002168404869735241,100,0.0008934909128583968,167,NULL
833>-51,>,=,0.20964233577251434,##x,0.042312540113925934,^,0.04069817066192627,0.20964233577251434,1,0.011761713773012161,12,0.007921434938907623,21,NULL
-330>-441,>,-,0.134413480758667,##0,0.08215665817260742,##2,0.08170417696237564,0.01609046198427677,14,0.0003862237499561161,160,0.00024575102725066245,202,NULL
517>-248,>,##9,0.11200643330812454,##7,0.09540032595396042,##8,0.08310381323099136,0.012021223083138466,9,0.0016891775885596871,67,0.00033279252238571644,249,NULL
754>-906,>,##9,0.1594201922416687,-,0.05918974429368973,9,0.032167449593544006,0.004172399640083313,41,0.0009958968730643392,148,0.00033022643765434623,237,NULL
-86>-137,>,##6,0.08217467367649078,-,0.07212445139884949,##7,0.07209941744804382,0.022414138540625572,10,0.0021205120719969273,58,0.0009497162536717951,146,NULL
-850>-962,>,##0,0.20887650549411774,##2,0.08377987891435623,-,0.08200967311859131,0.031149735674262047,10,0.001129297772422433,52,0.0009818534599617124,62,NULL
557>-61,>,##7,0.10146848112344742,##9,0.07937362045049667,##2,0.0637383684515953,0.032228998839855194,7,0.004262811504304409,36,0.0018269881838932633,82,NULL
