Formula,[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
521>-250,>,##1,0.13743504881858826,##2,0.09932570159435272,.,0.07598727196455002,0.000643701059743762,120,0.002056439872831106,37,5.36064435436856e-05,638,NULL
503>62,>,-,0.975943386554718,/,0.009203162044286728,",",0.0035036690533161163,0.0001058468478731811,14,5.519385013030842e-06,92,1.4970656593504827e-05,46,NULL
927>-965,>,##1,0.17627257108688354,##3,0.16365839540958405,##2,0.154713436961174,1.109267304855166e-05,319,5.9523259551497176e-05,93,6.7802006924466696e-06,490,NULL
825>201,>,-,0.9571457505226135,",",0.021090196445584297,/,0.008354784920811653,9.437193511985242e-05,17,3.863953679683618e-06,103,6.679566922684899e-06,68,NULL
646>438,>,-,0.9531405568122864,",",0.028061043471097946,/,0.004195660352706909,5.775953104603104e-05,20,2.641768332978245e-06,141,6.36331424175296e-06,82,NULL
-492>-884,>,",",0.3303608000278473,;,0.1574968546628952,.,0.10097106546163559,5.281395715428516e-05,709,3.52637107425835e-05,1051,7.643893331987783e-05,481,NULL
982>388,>,-,0.9580310583114624,",",0.026689084246754646,/,0.004463648423552513,4.1366296500200406e-05,23,4.866149993176805e-06,91,6.2985932345327456e-06,76,NULL
423>-53,>,.,0.073802150785923,1952,0.04361818730831146,?,0.03462279587984085,0.00016952151781879365,425,2.896305886679329e-05,1806,3.179095438099466e-05,1644,NULL
927>141,>,-,0.9680915474891663,",",0.010171232745051384,/,0.00974305346608162,7.73574793129228e-05,16,6.3682578002044465e-06,79,1.2313982551859226e-05,53,NULL
671>-97,>,1992,0.07060690224170685,1996,0.05672872066497803,1994,0.05391037464141846,1.6446712834294885e-05,2125,0.00017446832498535514,310,2.4280150682898238e-05,1550,NULL
767>10,>,-,0.6602345705032349,/,0.1605880856513977,:,0.053843189030885696,0.0015536182327196002,10,0.0004525000986177474,16,0.00032672774977982044,22,NULL
121>-200,>,##1,0.3447941243648529,##0,0.10383594781160355,##5,0.08010417222976685,5.1924063882324845e-05,282,0.0010124894324690104,25,2.9893215469201095e-05,358,NULL
830>532,>,-,0.9682151079177856,",",0.01053993683308363,/,0.0052670263685286045,0.0001710955548333004,16,5.705126568500418e-06,99,1.0441813174111303e-05,70,NULL
10>-396,>,##k,0.07875104993581772,##a,0.04924219846725464,.,0.04176490008831024,7.364036719081923e-05,1016,3.524583735270426e-05,1749,8.329157935804687e-06,4629,NULL
-334>-502,>,.,0.28261613845825195,",",0.16105331480503082,;,0.10661778599023819,0.00024497872800566256,120,0.00011443327821325511,262,0.00020318399765528738,149,NULL
-302>-935,>,##5,0.5287022590637207,##7,0.10012345761060715,##2,0.09139299392700195,5.456449798657559e-06,818,3.641383159447287e-07,5024,1.723006448628439e-07,7363,NULL
860>-105,>,##9,0.17740285396575928,##8,0.1330430656671524,##5,0.09434516727924347,2.3766644517309032e-05,451,3.913135878974572e-05,322,1.5792640624567866e-05,615,NULL
544>187,>,-,0.9635161757469177,",",0.023076459765434265,/,0.003420174354687333,8.115630771499127e-05,15,1.9358024019311415e-06,123,2.7419550860940944e-06,100,NULL
556>380,>,-,0.8866012692451477,",",0.08053706586360931,/,0.00791107676923275,0.0005255132564343512,13,9.380154551763553e-06,93,1.5726880519650877e-05,72,NULL
598>-957,>,##9,0.17832991480827332,##1,0.1590626835823059,##3,0.13341131806373596,2.012432560150046e-05,387,8.198447176255286e-05,118,1.153862012870377e-05,696,NULL
928>-552,>,##3,0.2238425463438034,##4,0.17964036762714386,##2,0.14037944376468658,4.221751805744134e-05,157,1.4838354218227323e-05,315,3.0055950901441975e-06,1429,NULL
392>84,>,-,0.9801329374313354,/,0.005798157770186663,",",0.004881374537944794,5.810030779684894e-05,15,4.101415470358916e-06,72,9.054374459083192e-06,43,NULL
-681>-976,>,",",0.4857807755470276,;,0.1481681913137436,.,0.0971311405301094,5.213296753936447e-05,401,6.143022619653493e-05,344,5.305610102368519e-05,395,NULL
293>-551,>,##4,0.234993577003479,##5,0.18945486843585968,##3,0.16205720603466034,2.870849311875645e-05,112,1.1291965165582951e-05,211,3.0976948437455576e-06,571,NULL
628>-963,>,##9,0.1732482612133026,##1,0.16172340512275696,##2,0.15634699165821075,2.5952291252906434e-05,198,9.56257717916742e-05,79,7.358065431617433e-06,563,NULL
590>283,>,-,0.9104781150817871,",",0.04596990719437599,.,0.007048415951430798,0.0007490062853321433,12,2.702986603253521e-05,71,3.949883466702886e-05,59,NULL
277>-534,>,##3,0.29302236437797546,##5,0.14528779685497284,##4,0.10381695628166199,1.73587141034659e-05,160,1.778989826561883e-05,159,2.8853928597527556e-06,569,NULL
996>-308,>,##9,0.20312552154064178,##1,0.17868159711360931,##7,0.12285620719194412,6.514102278742939e-05,134,0.00011561530118342489,104,8.591316145611927e-06,757,NULL
432>75,>,-,0.9552611708641052,.,0.013722047209739685,/,0.012664752081036568,0.00016610344755463302,13,1.1487662959552836e-05,72,2.6975742002832703e-05,36,NULL
733>197,>,-,0.951037585735321,",",0.036279935389757156,.,0.00167659146245569,0.00011469032324384898,16,4.365040695120115e-06,74,4.364308551885188e-06,75,NULL
-425>-781,>,.,0.16398504376411438,",",0.10380588471889496,##2,0.06905841827392578,5.54326361452695e-05,584,3.0159821108100004e-05,1075,5.043989222031087e-05,655,NULL
974>412,>,-,0.8936465978622437,",",0.051739562302827835,/,0.013006660155951977,0.00028089454281143844,16,2.9925671697128564e-05,82,3.3798296499298885e-05,78,NULL
-609>-728,>,",",0.13871249556541443,##2,0.09931030124425888,##1,0.07020475715398788,6.331595068331808e-05,617,8.978733967524022e-05,462,8.927933959057555e-05,466,NULL
426>-168,>,##1,0.23614178597927094,##9,0.15306395292282104,##7,0.1529855877161026,1.28143401525449e-05,337,1.7276319340453483e-05,268,2.10560392588377e-06,1464,NULL
-141>-825,>,##5,0.15757136046886444,##3,0.14556564390659332,##4,0.09863875061273575,4.161470315011684e-06,218,4.482849817577517e-06,209,1.4750141872355016e-06,577,NULL
863>399,>,-,0.9839304089546204,",",0.008909090422093868,/,0.0008952573989517987,2.9514501875382848e-05,20,1.9765698198170867e-06,102,3.306503003841499e-06,74,NULL
577>143,>,-,0.9703529477119446,",",0.01521113608032465,/,0.0038341120816767216,0.00011666887439787388,15,5.654026608681306e-06,75,1.0599410416034516e-05,53,NULL
-356>-679,>,.,0.23800696432590485,",",0.17420385777950287,;,0.08921584486961365,0.00012090931704733521,288,9.510984818916768e-05,378,9.348491585114971e-05,386,NULL
901>82,>,-,0.9712236523628235,/,0.015513820573687553,",",0.004175093490630388,7.071160507621244e-05,15,4.7573712436133064e-06,77,1.3039355508226436e-05,39,NULL
644>-99,>,.,0.07208531349897385,##9,0.043403636664152145,1998,0.03934350982308388,6.068339280318469e-05,929,0.0001991719618672505,374,3.7084100767970085e-05,1406,NULL
884>-845,>,-,0.16725094616413116,",",0.07864877581596375,.,0.07045044004917145,0.0001434838050045073,509,0.0006125015206634998,123,0.0002049184695351869,347,NULL
159>92,>,-,0.983174741268158,",",0.005358560476452112,/,0.004089322406798601,6.693596515106037e-05,13,9.127270459430292e-06,50,9.670308827480767e-06,46,NULL
950>248,>,-,0.968605637550354,",",0.008559873327612877,:,0.007646430749446154,0.00012492989480961114,15,5.038550625613425e-06,102,1.0673276847228408e-05,71,NULL
244>26,>,-,0.9381480813026428,.,0.024342458695173264,:,0.009383422322571278,0.000104750637547113,15,4.391049515106715e-06,117,1.0646837836247869e-05,79,NULL
-446>-572,>,",",0.2922685742378235,.,0.14244209229946136,;,0.10804103314876556,3.937714427593164e-05,766,3.8704893086105585e-05,780,3.8309059164021164e-05,791,NULL
613>-7,>,pp,0.0414208248257637,##2,0.034330885857343674,##6,0.03188876807689667,0.0004040166095364839,208,3.5764864151133224e-05,1606,9.319125092588365e-05,719,NULL
881>-955,>,-,0.08493059873580933,",",0.052275992929935455,1,0.038405291736125946,0.00011589493078645319,605,0.0010709200287237763,87,8.695980068296194e-05,804,NULL
763>560,>,-,0.940984308719635,",",0.039822109043598175,/,0.004495553206652403,0.00031814753310754895,13,6.056126494513592e-06,70,6.3170741668727715e-06,69,NULL
73>-394,>,##9,0.19731007516384125,##1,0.14262491464614868,##3,0.13431453704833984,7.168471256591147e-06,183,1.0256841051159427e-05,145,7.072942480590427e-07,1257,NULL
261>131,>,-,0.9816383123397827,",",0.012478696182370186,to,0.0016360528534278274,1.594092282175552e-05,22,8.967380722424423e-07,150,1.9483425148791866e-06,95,NULL
387>-762,>,##1,0.14264871180057526,##9,0.13619646430015564,##3,0.10528875142335892,0.00014348307740874588,85,9.074998524738476e-05,117,3.730439493665472e-05,231,NULL
321>50,>,-,0.9449698328971863,/,0.009588339366018772,.,0.009526828303933144,0.0004955321201123297,13,1.8317763533559628e-05,95,5.266339212539606e-05,38,NULL
-521>-538,>,.,0.3970150947570801,",",0.19267067313194275,;,0.11972770094871521,0.0001099686705856584,93,7.524809188907966e-05,145,3.195860699634068e-05,358,NULL
755>631,>,-,0.9542009830474854,",",0.027743538841605186,.,0.0025909352116286755,3.582627323339693e-05,27,1.862618205450417e-06,179,6.379726073646452e-06,78,NULL
-761>-988,>,",",0.40623390674591064,;,0.13205121457576752,.,0.04729041829705238,6.558305176440626e-05,500,0.00013811468670610338,290,0.00014459608064498752,278,NULL
835>-873,>,-,0.24102261662483215,",",0.0893128514289856,.,0.060311537235975266,0.00021903800370637327,220,0.00037661989335902035,133,0.00012155856529716402,401,NULL
779>133,>,-,0.9671662449836731,",",0.013690770603716373,/,0.0042323702946305275,0.0002498979156371206,13,1.0324607501388527e-05,71,1.7252365068998188e-05,51,NULL
-229>-896,>,##1,0.15492801368236542,##2,0.13877476751804352,##3,0.12192140519618988,2.5896955776261166e-05,155,2.1924848624621518e-05,171,9.257227247871924e-06,322,NULL
-228>-780,>,##1,0.11555477231740952,##0,0.10084904730319977,##5,0.08624200522899628,0.0002148167695850134,163,0.000126305763842538,222,0.00011467557487776503,232,NULL
-457>-666,>,##2,0.12430926412343979,##1,0.1157800555229187,",",0.09288304299116135,2.405111627012957e-05,924,1.643367431825027e-05,1321,1.2513138244685251e-05,1794,NULL
954>-986,>,",",0.17860303819179535,-,0.16814692318439484,.,0.09923138469457626,8.478389645460993e-05,489,0.004910204093903303,22,0.00013320690777618438,330,NULL
149>96,>,-,0.9848480820655823,/,0.005462571978569031,",",0.004772803280502558,4.262181755620986e-05,16,5.075515218777582e-06,58,7.350752639467828e-06,45,NULL
521>-599,>,##5,0.1371823251247406,.,0.08472774177789688,##9,0.07907517999410629,0.0009527867659926414,68,0.0002013462217291817,199,8.596578118158504e-05,412,NULL
893>-10,>,9,0.10240407288074493,##9,0.08741564303636551,##8,0.0671892985701561,0.00013115978799760342,396,0.00021257816115394235,292,5.6826807849574834e-05,751,NULL
771>673,>,-,0.8823309540748596,",",0.049636110663414,.,0.01168088335543871,0.0002522041031625122,23,1.4596920664189383e-05,139,4.506960613070987e-05,66,NULL
954>343,>,-,0.9386267066001892,",",0.04062657058238983,to,0.003323069540783763,0.00017445246339775622,16,5.553607479669154e-06,97,9.819068509386852e-06,67,NULL
463>-358,>,-,0.08108169585466385,.,0.06798478960990906,...,0.05241864547133446,0.0004454522277228534,196,0.0007889762637205422,116,0.00011261260078754276,824,NULL
804>-613,>,.,0.06341585516929626,",",0.05224175006151199,-,0.051225341856479645,0.0010163236875087023,107,0.0018565518548712134,68,0.0014112322824075818,91,NULL
911>-932,>,##0,0.2574664354324341,##1,0.1886107623577118,##3,0.09867216646671295,1.2773937669408042e-05,438,0.0001038574700942263,100,3.2013972486311104e-06,1521,NULL
625>-419,>,##0,0.3389602303504944,##1,0.27429187297821045,##9,0.08736705780029297,0.0002213514962932095,39,4.94717933179345e-05,106,3.3447661280661123e-06,1156,NULL
907>-590,>,##9,0.19599807262420654,##1,0.15945763885974884,##8,0.11088083684444427,2.939939804491587e-05,201,4.898117549601011e-05,143,8.107457688311115e-06,582,NULL
792>-719,>,-,0.1415649652481079,.,0.06927365809679031,",",0.050046440213918686,0.00022039057512301952,354,0.0005795044708065689,154,0.00042616354767233133,192,NULL
-573>-983,>,",",0.11846672743558884,;,0.08380148559808731,.,0.07283101975917816,0.00019422323384787887,377,0.0002107921609422192,344,0.0005410152953118086,150,NULL
188>-904,>,-,0.11002959311008453,##9,0.10005199164152145,##8,0.0951320007443428,0.0004615553480107337,118,0.00027393674827180803,182,0.0001399488392053172,317,NULL
-226>-426,>,.,0.28232502937316895,",",0.14444567263126373,;,0.1006479486823082,0.00012084561603842303,171,9.996001608669758e-05,205,3.153079160256311e-05,639,NULL
-163>-480,>,.,0.302715539932251,;,0.08658070117235184,##3,0.0628243014216423,0.0003528845263645053,92,4.227107638143934e-05,755,5.296042945701629e-05,590,NULL
406>157,>,-,0.9801914691925049,",",0.0099044693633914,/,0.001513452734798193,5.4243031627265736e-05,16,1.915374923555646e-06,117,4.634453944163397e-06,77,NULL
463>-582,>,-,0.09156236052513123,",",0.0718814879655838,.,0.05669810250401497,0.0008370945579372346,118,0.0009317506337538362,108,0.00028192688478156924,272,NULL
347>94,>,-,0.9631447196006775,",",0.011399588547647,/,0.010174251161515713,0.00014316911983769387,13,1.7347840184811503e-05,52,2.9466222258633934e-05,26,NULL
725>-749,>,-,0.13517634570598602,.,0.09096808731555939,",",0.07602248340845108,0.00010227406164631248,509,0.0007783365435898304,82,0.0005018177325837314,119,NULL
841>-98,>,-,0.06271298974752426,.,0.05497875064611435,",",0.04433269798755646,2.352263982174918e-05,1887,0.0010714790550991893,125,4.147198342252523e-05,1203,NULL
93>-508,>,##9,0.1999799907207489,##3,0.1311165690422058,##5,0.11644067615270615,8.186878517335572e-07,173,3.0753205919609172e-06,99,2.753681940248498e-07,355,NULL
345>-111,>,##1,0.17673389613628387,##9,0.12864288687705994,##8,0.12302729487419128,2.1559717424679548e-05,573,9.430207865079865e-05,190,2.4655266315676272e-05,513,NULL
-70>-416,>,##5,0.17057786881923676,##9,0.1232878714799881,##7,0.10087665170431137,1.016364240058465e-05,347,3.985951025242684e-06,928,8.911501936381683e-07,4201,NULL
-416>-774,>,",",0.24813105165958405,.,0.1441933512687683,;,0.10265809297561646,4.458183320821263e-05,724,2.406103885732591e-05,1310,2.3673645046073943e-05,1332,NULL
193>-231,>,-,0.12550382316112518,+,0.08908333629369736,.,0.04502910003066063,0.0012508643558248878,80,0.0005458478117361665,130,4.6723755076527596e-05,948,NULL
-127>-710,>,##0,0.13056275248527527,##1,0.10489701479673386,##2,0.09819995611906052,5.786417023045942e-05,409,1.8807453670888208e-05,1228,6.159309123177081e-05,390,NULL
-213>-260,>,",",0.31501153111457825,.,0.24847298860549927,;,0.1525844931602478,0.0001616681693121791,138,6.44869141979143e-05,279,3.990375262219459e-05,457,NULL
452>379,>,-,0.9660245180130005,",",0.020467204973101616,/,0.001825009472668171,5.085767406853847e-05,24,3.1877634683041833e-06,113,1.2898025488539133e-05,50,NULL
-117>-765,>,##0,0.13796095550060272,##5,0.12047245353460312,##7,0.11480903625488281,1.687727262833505e-06,272,1.2253724435140612e-06,348,6.773179279662145e-07,669,NULL
-158>-805,>,##4,0.134977787733078,##6,0.12415800243616104,##9,0.11919065564870834,8.452554993709782e-07,271,1.6697136118182243e-07,1354,2.452088097015803e-07,945,NULL
-298>-504,>,.,0.09580902010202408,##2,0.09163685888051987,##9,0.08418162167072296,0.00014941611152607948,119,0.00010240549454465508,171,5.2894589316565543e-05,298,NULL
209>-909,>,##8,0.29796257615089417,##9,0.2647615373134613,##3,0.07239972800016403,5.507223704626085e-06,302,1.0804061275848653e-05,185,2.0229631445545238e-06,742,NULL
13>-930,>,##a,0.25192582607269287,##c,0.058918923139572144,.,0.026393353939056396,6.969572859816253e-05,737,0.0013346194755285978,84,0.0003397076216060668,196,NULL
685>-717,>,-,0.13159216940402985,.,0.08625482767820358,",",0.07757817208766937,0.00017828740237746388,333,0.00044067049748264253,142,0.00026637810515239835,223,NULL
-337>-344,>,.,0.1805572807788849,",",0.11455267667770386,;,0.07333531975746155,0.0003708645817823708,79,7.483993977075443e-05,290,0.00011694136628648266,181,NULL
975>-521,>,##2,0.08742499351501465,##3,0.06779411435127258,##1,0.04667270556092262,0.0008853241452015936,84,0.001266618026420474,62,0.00025657640071585774,252,NULL
853>526,>,-,0.9761817455291748,",",0.011387214995920658,/,0.002367998706176877,6.192620639922097e-05,17,3.7887832604610594e-06,90,8.455720490019303e-06,56,NULL
815>-296,>,",",0.09708147495985031,-,0.09294338524341583,##ii,0.08490683138370514,0.0002750754065345973,152,0.0031942189671099186,36,0.0001956414635060355,202,NULL
-375>-804,>,##1,0.16110695898532867,##2,0.11019131541252136,##9,0.08767791092395782,9.668292477726936e-05,166,8.94668628461659e-05,176,7.31888139853254e-05,211,NULL
618>-179,>,##9,0.2238975614309311,##3,0.16292451322078705,##1,0.14049004018306732,9.962481271941215e-06,345,1.0779986041598022e-05,329,2.06557274395891e-06,1177,NULL
868>-40,>,##9,0.2921580374240875,##8,0.1344059556722641,##1,0.08810599148273468,3.1797491828911006e-05,364,4.102700586372521e-06,2245,6.834972055003163e-07,9178,NULL
-293>-874,>,##2,0.13435715436935425,##3,0.12136375159025192,##1,0.11950280517339706,5.5918964790180326e-05,193,2.709304499148857e-05,308,1.3576119272329379e-05,521,NULL
-451>-848,>,.,0.22372563183307648,",",0.16255956888198853,;,0.12172675132751465,9.925751510309055e-05,251,6.61043741274625e-05,382,6.607185787288472e-05,383,NULL
924>-766,>,",",0.08995447307825089,-,0.06110580638051033,1,0.036670878529548645,0.0003719310916494578,258,0.0013950449647381902,85,0.00022688612807542086,384,NULL
-105>-270,>,.,0.14898836612701416,",",0.12775203585624695,##1,0.08182822167873383,0.00011691726103890687,163,7.909822306828573e-05,245,6.180521450005472e-05,310,NULL
122>-828,>,##9,0.1524249166250229,##3,0.11238572001457214,##7,0.10918331146240234,1.9162209241585515e-07,428,2.6054638624373183e-07,331,4.609033155134057e-08,1862,NULL
-346>-797,>,.,0.1990153044462204,;,0.08623524755239487,",",0.07277140021324158,4.725912003777921e-05,926,4.888210605713539e-05,886,4.411626287037507e-05,993,NULL
143>-279,>,##3,0.16153696179389954,##8,0.12514063715934753,##7,0.11642807722091675,1.3841385225532576e-05,411,1.2352378689683974e-05,443,1.0043510201285244e-06,3228,NULL
-263>-934,>,##3,0.15460170805454254,##2,0.12067431211471558,##9,0.10520031303167343,2.8400776500348002e-05,182,1.676993451837916e-05,267,6.713814400427509e-06,567,NULL
270>211,>,-,0.9812838435173035,",",0.009425166994333267,:,0.002084115520119667,5.4016509238863364e-05,16,9.389164006279316e-07,146,2.406451585557079e-06,79,NULL
-201>-787,>,.,0.20136454701423645,",",0.1938885897397995,;,0.13435766100883484,0.0003635866742115468,142,0.0001335322594968602,292,0.00013316988770384341,293,NULL
-345>-455,>,.,0.1873651146888733,",",0.18299461901187897,;,0.0904395654797554,0.00016835509450174868,123,0.00013899871555622667,159,0.00013482911163009703,163,NULL
212>-311,>,##0,0.24456600844860077,##2,0.19024799764156342,##1,0.18109393119812012,1.4372069017554168e-05,310,0.00014238068251870573,57,5.822062121296767e-06,591,NULL
660>350,>,-,0.8988710641860962,",",0.02847975119948387,/,0.012494033202528954,0.0010753251845017076,14,1.0453325558046345e-05,133,2.5667170120868832e-05,77,NULL
-202>-491,>,##2,0.23905199766159058,##5,0.12584270536899567,##3,0.10370471328496933,2.1356789147830568e-05,359,7.295374871318927e-06,1123,1.1763650036300533e-05,676,NULL
241>-422,>,##1,0.29143717885017395,##9,0.2602826952934265,##0,0.15490618348121643,2.4016524093894986e-06,256,4.7142898438323755e-06,161,6.301537780473154e-08,5461,NULL
631>-290,>,",",0.08881505578756332,-,0.07260531187057495,290,0.0394136980175972,0.00022298384283203632,433,0.0005267467349767685,188,5.848375440109521e-05,1474,NULL
-350>-388,>,",",0.1773419827222824,.,0.12233370542526245,;,0.09580513834953308,0.00014114832447376102,193,8.032730693230405e-05,333,6.608987314393744e-05,411,NULL
962>-263,>,##3,0.1458292305469513,##1,0.10396134853363037,-,0.08659233897924423,0.0005662309704348445,97,0.0006702443351969123,83,3.4537315514171496e-05,1064,NULL
916>-141,>,##1,0.22178076207637787,##9,0.18362420797348022,##8,0.16352683305740356,1.3321401638677344e-05,382,5.455883183458354e-06,725,4.296542556403438e-06,875,NULL
-649>-698,>,",",0.2974191904067993,;,0.11748285591602325,.,0.060093991458415985,4.590523894876242e-05,1144,6.413443043129519e-05,819,7.502187509089708e-05,695,NULL
-236>-790,>,##0,0.116787850856781,##1,0.09357313066720963,##2,0.09349534660577774,6.310697790468112e-05,193,4.335868652560748e-05,264,2.926496381405741e-05,371,NULL
41>-526,>,##9,0.334322452545166,##3,0.21788829565048218,##6,0.15031704306602478,1.481930382851715e-07,712,1.8120870493021357e-07,591,1.7806335961267905e-08,4945,NULL
366>-506,>,##2,0.16183467209339142,##1,0.14146359264850616,##9,0.11333244293928146,0.0001245741150341928,185,0.00017560010019224137,142,2.2276215531746857e-05,914,NULL
949>903,>,-,0.9249767065048218,",",0.03831256926059723,/,0.00875849649310112,0.00014025525888428092,19,1.1532732060004491e-05,94,1.779722333594691e-05,62,NULL
745>390,>,-,0.9322456121444702,",",0.025766674429178238,/,0.01884612627327442,0.00022060326591599733,16,9.979482456401456e-06,101,2.1587238734355196e-05,60,NULL
826>600,>,-,0.7519952654838562,",",0.1814844012260437,/,0.021382242441177368,0.0012238502968102694,10,2.7644944566418417e-05,63,1.2231915206939448e-05,111,NULL
